0	0	
0.0024	0	
0.0048	8.55649e-010	
0.0072	3.55331e-009	
0.0096	8.30607e-009	
0.012	1.52564e-008	
0.0144	2.45113e-008	
0.0168	3.61558e-008	
0.0192	5.02593e-008	
0.0216	6.68799e-008	
0.024	8.60668e-008	
0.0264	1.07862e-007	
0.0288	1.32302e-007	
0.0312	1.59418e-007	
0.0336	1.89236e-007	
0.036	2.21781e-007	
0.0384	2.57072e-007	
0.0408	2.95127e-007	
0.0432	3.3596e-007	
0.0456	3.79584e-007	
0.048	4.2601e-007	
0.0504	4.75246e-007	
0.0528	5.273e-007	
0.0552	5.82177e-007	
0.0576	6.39881e-007	
0.06	7.00415e-007	
0.0624	7.6378e-007	
0.0648	8.29978e-007	
0.0672	8.99007e-007	
0.0696	9.70867e-007	
0.072	1.04555e-006	
0.0744	1.12307e-006	
0.0768	1.2034e-006	
0.0792	1.28655e-006	
0.0816	1.37251e-006	
0.084	1.46128e-006	
0.0864	1.55285e-006	
0.0888	1.6472e-006	
0.0912	1.74434e-006	
0.0936	1.84426e-006	
0.096	1.94695e-006	
0.0984	2.05239e-006	
0.1008	2.16058e-006	
0.1032	2.27152e-006	
0.1056	2.38518e-006	
0.108	2.50156e-006	
0.1104	2.62065e-006	
0.1128	2.74243e-006	
0.1152	2.8669e-006	
0.1176	2.99405e-006	
0.12	3.12385e-006	
0.1224	3.25631e-006	
0.1248	3.3914e-006	
0.1272	3.52911e-006	
0.1296	3.66944e-006	
0.132	3.81236e-006	
0.1344	3.95787e-006	
0.1368	4.10595e-006	
0.1392	4.25659e-006	
0.1416	4.40977e-006	
0.144	4.56548e-006	
0.1464	4.72371e-006	
0.1488	4.88444e-006	
0.1512	5.04765e-006	
0.1536	5.21334e-006	
0.156	5.38149e-006	
0.1584	5.55207e-006	
0.1608	5.72509e-006	
0.1632	5.90052e-006	
0.1656	6.07835e-006	
0.168	6.25856e-006	
0.1704	6.44114e-006	
0.1728	6.62607e-006	
0.1752	6.81334e-006	
0.1776	7.00294e-006	
0.18	7.19483e-006	
0.1824	7.38902e-006	
0.1848	7.58549e-006	
0.1872	7.78422e-006	
0.1896	7.98519e-006	
0.192	8.18839e-006	
0.1944	8.3938e-006	
0.1968	8.60141e-006	
0.1992	8.81121e-006	
0.2016	9.02317e-006	
0.204	9.23728e-006	
0.2064	9.45352e-006	
0.2088	9.67189e-006	
0.2112	9.89235e-006	
0.2136	1.01149e-005	
0.216	1.03395e-005	
0.2184	1.05662e-005	
0.2208	1.07949e-005	
0.2232	1.10257e-005	
0.2256	1.12584e-005	
0.228	1.14932e-005	
0.2304	1.17299e-005	
0.2328	1.19686e-005	
0.2352	1.22092e-005	
0.2376	1.24518e-005	
0.24	1.26963e-005	
0.2424	1.29427e-005	
0.2448	1.31909e-005	
0.2472	1.3441e-005	
0.2496	1.3693e-005	
0.252	1.39468e-005	
0.2544	1.42025e-005	
0.2568	1.44599e-005	
0.2592	1.47191e-005	
0.2616	1.49801e-005	
0.264	1.52429e-005	
0.2664	1.55074e-005	
0.2688	1.57736e-005	
0.2712	1.60416e-005	
0.2736	1.63112e-005	
0.276	1.65825e-005	
0.2784	1.68555e-005	
0.2808	1.71302e-005	
