0	0	0	0	0	0	
0.00266667	0	0	0	0	0	
0.00533333	8.98886e-016	1.14484e-017	1.1126e-015	1.42428e-017	2.11345e-022	
0.008	5.86824e-015	8.15521e-017	7.36729e-015	1.01466e-016	2.41838e-021	
0.0106667	2.09908e-014	3.16181e-016	2.66639e-014	3.93417e-016	1.37082e-020	
0.0133333	5.53709e-014	8.96849e-016	7.10645e-014	1.116e-015	5.32375e-020	
0.016	1.2111e-013	2.09373e-015	1.56899e-013	2.60553e-015	1.62218e-019	
0.0186667	2.33214e-013	4.2758e-015	3.04766e-013	5.32133e-015	4.17111e-019	
0.0213333	4.09468e-013	7.9187e-015	5.39466e-013	9.85561e-015	9.45932e-019	
0.024	6.70296e-013	1.36109e-014	8.89902e-013	1.69412e-014	1.94754e-018	
0.0266667	1.03861e-012	2.20585e-014	1.38895e-012	2.74574e-014	3.71373e-018	
0.0293333	1.53969e-012	3.40886e-014	2.07332e-012	4.24345e-014	6.65407e-018	
0.032	2.201e-012	5.06523e-014	2.9834e-012	6.30572e-014	1.13231e-017	
0.0346667	3.05211e-012	7.28263e-014	4.16312e-012	9.06672e-014	1.84501e-017	
0.0373333	4.12456e-012	1.01814e-013	5.65979e-012	1.26764e-013	2.89707e-017	
0.04	5.45171e-012	1.38948e-013	7.52399e-012	1.73009e-013	4.40614e-017	
0.0426667	7.06871e-012	1.85688e-013	9.80935e-012	2.31219e-013	6.51747e-017	
0.0453333	9.01233e-012	2.43622e-013	1.25725e-011	3.03377e-013	9.40776e-017	
0.048	1.13209e-011	3.14466e-013	1.58729e-011	3.91622e-013	1.3289e-016	
0.0506667	1.40343e-011	4.00065e-013	1.97728e-011	4.98253e-013	1.84129e-016	
0.0533333	1.71938e-011	5.0239e-013	2.43369e-011	6.2573e-013	2.50746e-016	
0.056	2.0842e-011	6.23539e-013	2.96326e-011	7.76669e-013	3.36176e-016	
0.0586667	2.50228e-011	7.65735e-013	3.57294e-011	9.53845e-013	4.44381e-016	
0.0613333	2.97813e-011	9.31328e-013	4.26993e-011	1.16019e-012	5.79897e-016	
0.064	3.51639e-011	1.12279e-012	5.06166e-011	1.39878e-012	7.47884e-016	
0.0666667	4.1218e-011	1.34271e-012	5.95575e-011	1.67287e-012	9.54173e-016	
0.0693333	4.79921e-011	1.59382e-012	6.96003e-011	1.98584e-012	1.20532e-015	
0.072	5.5536e-011	1.87894e-012	8.08253e-011	2.34123e-012	1.50864e-015	
0.0746667	6.39001e-011	2.20103e-012	9.33147e-011	2.74275e-012	1.87231e-015	
0.0773333	7.31362e-011	2.56318e-012	1.07153e-010	3.19423e-012	2.30535e-015	
0.08	8.32969e-011	2.96857e-012	1.22425e-010	3.69965e-012	2.81773e-015	
0.0826667	9.44355e-011	3.42052e-012	1.39218e-010	4.26317e-012	3.42043e-015	
0.0853333	1.06607e-010	3.92245e-012	1.57623e-010	4.88905e-012	4.12545e-015	
0.088	1.19865e-010	4.47789e-012	1.77729e-010	5.58172e-012	4.94591e-015	
0.0906667	1.34268e-010	5.09051e-012	1.99629e-010	6.34575e-012	5.8961e-015	
0.0933333	1.49871e-010	5.76407e-012	2.23417e-010	7.18585e-012	6.99152e-015	
0.096	1.66733e-010	6.50245e-012	2.49188e-010	8.10686e-012	8.24897e-015	
0.0986667	1.84912e-010	7.30963e-012	2.77038e-010	9.11378e-012	9.68658e-015	
0.101333	2.04468e-010	8.18972e-012	3.07066e-010	1.02117e-011	1.13239e-014	
0.104	2.2546e-010	9.14692e-012	3.39372e-010	1.1406e-011	1.31819e-014	
0.106667	2.47949e-010	1.01855e-011	3.74055e-010	1.27019e-011	1.52833e-014	
0.109333	2.71997e-010	1.131e-011	4.11218e-010	1.41051e-011	1.7652e-014	
0.112	2.97666e-010	1.25248e-011	4.50965e-010	1.56211e-011	2.0314e-014	
0.114667	3.25019e-010	1.38347e-011	4.93399e-010	1.72559e-011	2.32967e-014	
0.117333	3.5412e-010	1.52443e-011	5.38627e-010	1.90152e-011	2.66295e-014	
0.12	3.85032e-010	1.67584e-011	5.86755e-010	2.09053e-011	3.03436e-014	
0.122667	4.17822e-010	1.83821e-011	6.37891e-010	2.29322e-011	3.44721e-014	
0.125333	4.52553e-010	2.01204e-011	6.92145e-010	2.51023e-011	3.90502e-014	
0.128	4.89294e-010	2.19784e-011	7.49627e-010	2.74221e-011	4.41149e-014	
0.130667	5.28109e-010	2.39613e-011	8.10447e-010	2.98981e-011	4.97056e-014	
0.133333	5.69067e-010	2.60746e-011	8.74719e-010	3.2537e-011	5.58638e-014	
0.136	6.12236e-010	2.83236e-011	9.42556e-010	3.53457e-011	6.26334e-014	
0.138667	6.57685e-010	3.0714e-011	1.01407e-009	3.83311e-011	7.00603e-014	
0.141333	7.05482e-010	3.32513e-011	1.08938e-009	4.15003e-011	7.81933e-014	
0.144	7.55697e-010	3.59412e-011	1.1686e-009	4.48605e-011	8.70833e-014	
0.146667	8.08401e-010	3.87897e-011	1.25185e-009	4.8419e-011	9.6784e-014	
0.149333	8.63665e-010	4.18027e-011	1.33925e-009	5.21833e-011	1.07351e-013	
0.152	9.21559e-010	4.49862e-011	1.43091e-009	5.61609e-011	1.18845e-013	
0.154667	9.82156e-010	4.83463e-011	1.52695e-009	6.03595e-011	1.31326e-013	
