0	0	
0.0045	0	
0.009	1.26181e-028	
0.0135	1.89619e-027	
0.018	1.3796e-026	
0.0225	6.66097e-026	
0.027	2.45327e-025	
0.0315	7.45309e-025	
0.036	1.96097e-024	
0.0405	4.61569e-024	
0.045	9.94192e-024	
0.0495	1.99207e-023	
0.054	3.759e-023	
0.0585	6.74312e-023	
0.063	1.15843e-022	
0.0675	1.91713e-022	
0.072	3.07094e-022	
0.0765	4.77999e-022	
0.081	7.2532e-022	
0.0855	1.07588e-021	
0.09	1.56361e-021	
0.0945	2.23095e-021	
0.099	3.13027e-021	
0.1035	4.32563e-021	
0.108	5.89459e-021	
0.1125	7.93023e-021	
0.117	1.05434e-020	
0.1215	1.38652e-020	
0.126	1.80495e-020	
0.1305	2.32759e-020	
0.135	2.97527e-020	
0.1395	3.77203e-020	
0.144	4.74545e-020	
0.1485	5.92708e-020	
0.153	7.35278e-020	
0.1575	9.06316e-020	
0.162	1.11041e-019	
0.1665	1.35271e-019	
0.171	1.63898e-019	
0.1755	1.97568e-019	
0.18	2.36998e-019	
0.1845	2.82985e-019	
0.189	3.36407e-019	
0.1935	3.9824e-019	
0.198	4.69552e-019	
0.2025	5.51518e-019	
0.207	6.45427e-019	
0.2115	7.52686e-019	
0.216	8.7483e-019	
0.2205	1.01353e-018	
0.225	1.1706e-018	
0.2295	1.34802e-018	
0.234	1.54791e-018	
0.2385	1.77257e-018	
0.243	2.02449e-018	
0.2475	2.30635e-018	
0.252	2.62102e-018	
0.2565	2.9716e-018	
0.261	3.3614e-018	
0.2655	3.79396e-018	
0.27	4.27309e-018	
0.2745	4.80282e-018	
0.279	5.3875e-018	
0.2835	6.03171e-018	
0.288	6.74036e-018	
0.2925	7.51867e-018	
0.297	8.37215e-018	
0.3015	9.30668e-018	
0.306	1.03285e-017	
0.3105	1.14441e-017	
0.315	1.26605e-017	
0.3195	1.39851e-017	
0.324	1.54256e-017	
0.3285	1.69902e-017	
0.333	1.86875e-017	
0.3375	2.05265e-017	
0.342	2.25169e-017	
0.3465	2.46687e-017	
0.351	2.69924e-017	
0.3555	2.9499e-017	
0.36	3.22003e-017	
0.3645	3.51082e-017	
0.369	3.82356e-017	
0.3735	4.15959e-017	
0.378	4.52028e-017	
0.3825	4.9071e-017	
0.387	5.32158e-017	
0.3915	5.76529e-017	
0.396	6.2399e-017	
0.4005	6.74713e-017	
0.405	7.28879e-017	
0.4095	7.86674e-017	
0.414	8.48295e-017	
0.4185	9.13944e-017	
0.423	9.83831e-017	
0.4275	1.05818e-016	
0.432	1.13721e-016	
0.4365	1.22117e-016	
0.441	1.31029e-016	
0.4455	1.40484e-016	
0.45	1.50507e-016	
0.4545	1.61127e-016	
0.459	1.72371e-016	
0.4635	1.84268e-016	
0.468	1.9685e-016	
0.4725	2.10148e-016	
0.477	2.24193e-016	
0.4815	2.3902e-016	
0.486	2.54663e-016	
0.4905	2.71158e-016	
0.495	2.88543e-016	
0.4995	3.06855e-016	
0.504	3.26133e-016	
0.5085	3.46419e-016	
0.513	3.67754e-016	
0.5175	3.90181e-016	
0.522	4.13746e-016	
0.5265	4.38493e-016	
0.531	4.64469e-016	
0.5355	4.91725e-016	
0.54	5.20308e-016	
0.5445	5.50271e-016	
0.549	5.81667e-016	
0.5535	6.14549e-016	
0.558	6.48974e-016	
0.5625	6.84999e-016	
0.567	7.22683e-016	
0.5715	7.62086e-016	
0.576	8.03271e-016	
0.5805	8.463e-016	
0.585	8.9124e-016	
0.5895	9.38158e-016	
0.594	9.87121e-016	
0.5985	1.0382e-015	
0.603	1.09147e-015	
0.6075	1.147e-015	
0.612	1.20487e-015	
0.6165	1.26516e-015	
0.621	1.32794e-015	
0.6255	1.3933e-015	
0.63	1.46132e-015	
0.6345	1.53209e-015	
0.639	1.60569e-015	
0.6435	1.68221e-015	
0.648	1.76174e-015	
0.6525	1.84438e-015	
0.657	1.93022e-015	
0.6615	2.01936e-015	
0.666	2.1119e-015	
0.6705	2.20794e-015	
0.675	2.30758e-015	
0.6795	2.41093e-015	
0.684	2.5181e-015	
0.6885	2.6292e-015	
0.693	2.74433e-015	
0.6975	2.86363e-015	
0.702	2.98719e-015	
0.7065	3.11515e-015	
0.711	3.24762e-015	
0.7155	3.38473e-015	
0.72	3.5266e-015	
0.7245	3.67337e-015	
0.729	3.82517e-015	
