0	0	0	0	0	0	
0.00133333	0	0	0	0	0	
0.00266667	4.7318e-010	1.21958e-014	2.24196e-018	4.35997e-011	2.60816e-013	
0.004	2.20117e-009	7.72764e-014	2.16528e-017	2.06701e-010	1.6294e-012	
0.00533333	5.74575e-009	2.66003e-013	1.01726e-016	5.50498e-010	5.52559e-012	
0.00666667	1.1576e-008	6.75348e-013	3.2905e-016	1.13043e-009	1.38225e-011	
0.008	2.0094e-008	1.42615e-012	8.46439e-016	1.99775e-009	2.87738e-011	
0.00933333	3.16486e-008	2.66131e-012	1.86507e-015	3.20022e-009	5.29593e-011	
0.0106667	4.65441e-008	4.54424e-012	3.6758e-015	4.78262e-009	8.92402e-011	
0.012	6.5047e-008	7.25751e-012	6.65973e-015	6.78704e-009	1.40722e-010	
0.0133333	8.73908e-008	1.10017e-011	1.12982e-014	9.25314e-009	2.10722e-010	
0.0146667	1.1378e-007	1.59942e-011	1.81821e-014	1.22183e-008	3.02744e-010	
0.016	1.44394e-007	2.24683e-011	2.80208e-014	1.57179e-008	4.2045e-010	
0.0173333	1.7939e-007	3.06724e-011	4.16505e-014	1.97853e-008	5.67644e-010	
0.0186667	2.18904e-007	4.08686e-011	6.00418e-014	2.44521e-008	7.48248e-010	
0.02	2.63054e-007	5.33327e-011	8.43077e-014	2.97482e-008	9.6629e-010	
0.0213333	3.11944e-007	6.83528e-011	1.1571e-013	3.57018e-008	1.22589e-009	
0.0226667	3.65662e-007	8.62288e-011	1.55667e-013	4.23397e-008	1.53123e-009	
0.024	4.24283e-007	1.07272e-010	2.05759e-013	4.96873e-008	1.88658e-009	
0.0253333	4.87872e-007	1.31804e-010	2.67733e-013	5.77684e-008	2.29623e-009	
0.0266667	5.56482e-007	1.60155e-010	3.43511e-013	6.66058e-008	2.76456e-009	
0.028	6.30157e-007	1.92668e-010	4.35195e-013	7.6221e-008	3.29594e-009	
0.0293333	7.08933e-007	2.29692e-010	5.45069e-013	8.66341e-008	3.8948e-009	
0.0306667	7.92839e-007	2.71584e-010	6.75607e-013	9.78645e-008	4.56558e-009	
0.032	8.81896e-007	3.18711e-010	8.29476e-013	1.0993e-007	5.31273e-009	
0.0333333	9.7612e-007	3.71446e-010	1.00954e-012	1.22848e-007	6.14071e-009	
0.0346667	1.07552e-006	4.30169e-010	1.21887e-012	1.36635e-007	7.054e-009	
0.036	1.18011e-006	4.95266e-010	1.46074e-012	1.51306e-007	8.05708e-009	
0.0373333	1.28988e-006	5.67131e-010	1.73862e-012	1.66875e-007	9.1544e-009	
0.0386667	1.40483e-006	6.46161e-010	2.05621e-012	1.83356e-007	1.03504e-008	
0.04	1.52496e-006	7.32762e-010	2.41742e-012	2.00761e-007	1.16497e-008	
0.0413333	1.65025e-006	8.27342e-010	2.82638e-012	2.19104e-007	1.30565e-008	
0.0426667	1.7807e-006	9.30314e-010	3.28743e-012	2.38394e-007	1.45753e-008	
0.044	1.91629e-006	1.0421e-009	3.80516e-012	2.58643e-007	1.62107e-008	
0.0453333	2.057e-006	1.16311e-009	4.38435e-012	2.79861e-007	1.79669e-008	
0.0466667	2.20282e-006	1.29379e-009	5.03005e-012	3.02056e-007	1.98483e-008	
0.048	2.35372e-006	1.43456e-009	5.7475e-012	3.25239e-007	2.18593e-008	
0.0493333	2.5097e-006	1.58584e-009	6.54221e-012	3.49416e-007	2.40042e-008	
0.0506667	2.67071e-006	1.74809e-009	7.41989e-012	3.74596e-007	2.62874e-008	
0.052	2.83674e-006	1.92174e-009	8.38653e-012	4.00786e-007	2.87131e-008	
0.0533333	3.00777e-006	2.10722e-009	9.44831e-012	4.27992e-007	3.12856e-008	
0.0546667	3.18377e-006	2.30499e-009	1.06117e-011	4.5622e-007	3.40091e-008	
0.056	3.36471e-006	2.51549e-009	1.18833e-011	4.85477e-007	3.68879e-008	
0.0573333	3.55058e-006	2.73917e-009	1.32702e-011	5.15767e-007	3.99261e-008	
0.0586667	3.74133e-006	2.97648e-009	1.47794e-011	5.47096e-007	4.3128e-008	
0.06	3.93695e-006	3.22788e-009	1.64185e-011	5.79468e-007	4.64976e-008	
0.0613333	4.13741e-006	3.4938e-009	1.81949e-011	6.12887e-007	5.0039e-008	
0.0626667	4.34267e-006	3.77472e-009	2.01168e-011	6.47356e-007	5.37564e-008	
0.064	4.55272e-006	4.07109e-009	2.21922e-011	6.8288e-007	5.76538e-008	
0.0653333	4.76753e-006	4.38336e-009	2.44295e-011	7.19461e-007	6.17352e-008	
0.0666667	4.98706e-006	4.712e-009	2.68374e-011	7.57101e-007	6.60047e-008	
0.068	5.2113e-006	5.05746e-009	2.94248e-011	7.95805e-007	7.04662e-008	
0.0693333	5.44021e-006	5.4202e-009	3.22009e-011	8.35573e-007	7.51238e-008	
0.0706667	5.67377e-006	5.80068e-009	3.5175e-011	8.76408e-007	7.99812e-008	
0.072	5.91194e-006	6.19937e-009	3.83568e-011	9.18311e-007	8.50425e-008	
0.0733333	6.15471e-006	6.61673e-009	4.17563e-011	9.61284e-007	9.03115e-008	
0.0746667	6.40205e-006	7.05322e-009	4.53836e-011	1.00533e-006	9.5792e-008	
0.076	6.65393e-006	7.50929e-009	4.92491e-011	1.05044e-006	1.01488e-007	
0.0773333	6.91032e-006	7.98542e-009	5.33634e-011	1.09663e-006	1.07403e-007	
0.0786667	7.1712e-006	8.48206e-009	5.77376e-011	1.14389e-006	1.13541e-007	
0.08	7.43655e-006	8.99969e-009	6.23828e-011	1.19223e-006	1.19906e-007	
0.0813333	7.70633e-006	9.53875e-009	6.73104e-011	1.24164e-006	1.26502e-007	
0.0826667	7.98053e-006	1.00997e-008	7.25321e-011	1.29212e-006	1.33331e-007	
0.084	8.25912e-006	1.0683e-008	7.80598e-011	1.34368e-006	1.40399e-007	
0.0853333	8.54208e-006	1.12892e-008	8.39057e-011	1.39631e-006	1.47708e-007	
0.0866667	8.82937e-006	1.19186e-008	9.00823e-011	1.45001e-006	1.55262e-007	
0.088	9.12099e-006	1.25718e-008	9.66023e-011	1.50479e-006	1.63066e-007	
0.0893333	9.4169e-006	1.32492e-008	1.03479e-010	1.56064e-006	1.71121e-007	
0.0906667	9.71709e-006	1.39512e-008	1.10724e-010	1.61756e-006	1.79433e-007	
0.092	1.00215e-005	1.46784e-008	1.18353e-010	1.67555e-006	1.88004e-007	
0.0933333	1.03302e-005	1.54312e-008	1.26378e-010	1.7346e-006	1.96839e-007	
0.0946667	1.06431e-005	1.621e-008	1.34814e-010	1.79473e-006	2.0594e-007	
0.096	1.09601e-005	1.70152e-008	1.43675e-010	1.85592e-006	2.15312e-007	
0.0973333	1.12813e-005	1.78475e-008	1.52975e-010	1.91818e-006	2.24957e-007	
0.0986667	1.16067e-005	1.87071e-008	1.62729e-010	1.9815e-006	2.34879e-007	
0.1	1.19362e-005	1.95946e-008	1.72952e-010	2.04588e-006	2.45082e-007	
0.101333	1.22698e-005	2.05105e-008	1.8366e-010	2.11132e-006	2.55569e-007	
0.102667	1.26075e-005	2.14551e-008	1.94866e-010	2.17783e-006	2.66343e-007	
0.104	1.29492e-005	2.24289e-008	2.06589e-010	2.24539e-006	2.77408e-007	
0.105333	1.3295e-005	2.34323e-008	2.18842e-010	2.314e-006	2.88768e-007	
0.106667	1.36448e-005	2.44659e-008	2.31643e-010	2.38367e-006	3.00425e-007	
0.108	1.39987e-005	2.55301e-008	2.45008e-010	2.45439e-006	3.12383e-007	
0.109333	1.43565e-005	2.66253e-008	2.58954e-010	2.52615e-006	3.24645e-007	
0.110667	1.47183e-005	2.77519e-008	2.73497e-010	2.59897e-006	3.37215e-007	
0.112	1.5084e-005	2.89104e-008	2.88655e-010	2.67283e-006	3.50096e-007	
0.113333	1.54537e-005	3.01013e-008	3.04445e-010	2.74773e-006	3.6329e-007	
0.114667	1.58273e-005	3.1325e-008	3.20885e-010	2.82368e-006	3.76803e-007	
0.116	1.62048e-005	3.25819e-008	3.37993e-010	2.90066e-006	3.90636e-007	
0.117333	1.65863e-005	3.38725e-008	3.55787e-010	2.97868e-006	4.04793e-007	
0.118667	1.69715e-005	3.51972e-008	3.74286e-010	3.05773e-006	4.19277e-007	
0.12	1.73607e-005	3.65565e-008	3.93508e-010	3.13781e-006	4.34091e-007	
0.121333	1.77536e-005	3.79508e-008	4.13472e-010	3.21892e-006	4.49239e-007	
0.122667	1.81505e-005	3.93804e-008	4.34197e-010	3.30106e-006	4.64724e-007	
0.124	1.85511e-005	4.0846e-008	4.55702e-010	3.38423e-006	4.80549e-007	
0.125333	1.89555e-005	4.23478e-008	4.78008e-010	3.46841e-006	4.96716e-007	
0.126667	1.93637e-005	4.38864e-008	5.01134e-010	3.55362e-006	5.1323e-007	
0.128	1.97756e-005	4.54621e-008	5.251e-010	3.63984e-006	5.30094e-007	
0.129333	2.01913e-005	4.70755e-008	5.49926e-010	3.72708e-006	5.47309e-007	
0.130667	2.06108e-005	4.87268e-008	5.75634e-010	3.81532e-006	5.64881e-007	
0.132	2.1034e-005	5.04166e-008	6.02244e-010	3.90458e-006	5.82811e-007	
0.133333	2.14609e-005	5.21453e-008	6.29777e-010	3.99485e-006	6.01102e-007	
0.134667	2.18914e-005	5.39133e-008	6.58254e-010	4.08611e-006	6.19759e-007	
0.136	2.23257e-005	5.5721e-008	6.87697e-010	4.17839e-006	6.38783e-007	
0.137333	2.27637e-005	5.75688e-008	7.18128e-010	4.27165e-006	6.58178e-007	
0.138667	2.32053e-005	5.94572e-008	7.49568e-010	4.36592e-006	6.77948e-007	
0.14	2.36505e-005	6.13866e-008	7.8204e-010	4.46118e-006	6.98094e-007	
0.141333	2.40994e-005	6.33574e-008	8.15567e-010	4.55743e-006	7.1862e-007	
0.142667	2.45519e-005	6.537e-008	8.50171e-010	4.65467e-006	7.39529e-007	
0.144	2.5008e-005	6.74249e-008	8.85875e-010	4.7529e-006	7.60824e-007	
0.145333	2.54677e-005	6.95225e-008	9.22702e-010	4.85211e-006	7.82508e-007	
0.146667	2.5931e-005	7.16631e-008	9.60676e-010	4.9523e-006	8.04584e-007	
0.148	2.63979e-005	7.38472e-008	9.9982e-010	5.05347e-006	8.27055e-007	
0.149333	2.68684e-005	7.60752e-008	1.04016e-009	5.15562e-006	8.49924e-007	
0.150667	2.73424e-005	7.83475e-008	1.08171e-009	5.25873e-006	8.73193e-007	
0.152	2.78199e-005	8.06645e-008	1.12451e-009	5.36282e-006	8.96866e-007	
0.153333	2.8301e-005	8.30267e-008	1.16858e-009	5.46788e-006	9.20946e-007	
0.154667	2.87855e-005	8.54343e-008	1.21394e-009	5.57391e-006	9.45435e-007	
0.156	2.92736e-005	8.7888e-008	1.26061e-009	5.68089e-006	9.70337e-007	
0.157333	2.97652e-005	9.03879e-008	1.30863e-009	5.78884e-006	9.95654e-007	
0.158667	3.02603e-005	9.29347e-008	1.35802e-009	5.89775e-006	1.02139e-006	
0.16	3.07588e-005	9.55285e-008	1.40879e-009	6.00761e-006	1.04755e-006	
0.161333	3.12609e-005	9.817e-008	1.46099e-009	6.11842e-006	1.07413e-006	
0.162667	3.17664e-005	1.00859e-007	1.51463e-009	6.23019e-006	1.10113e-006	
0.164	3.22753e-005	1.03597e-007	1.56975e-009	6.3429e-006	1.12857e-006	
0.165333	3.27876e-005	1.06384e-007	1.62636e-009	6.45656e-006	1.15644e-006	
0.166667	3.33034e-005	1.09219e-007	1.6845e-009	6.57116e-006	1.18474e-006	
0.168	3.38226e-005	1.12104e-007	1.74419e-009	6.68671e-006	1.21349e-006	
0.169333	3.43453e-005	1.15039e-007	1.80546e-009	6.80319e-006	1.24267e-006	
0.170667	3.48713e-005	1.18025e-007	1.86834e-009	6.92061e-006	1.2723e-006	
0.172	3.54007e-005	1.21061e-007	1.93285e-009	7.03896e-006	1.30237e-006	
0.173333	3.59335e-005	1.24148e-007	1.99902e-009	7.15824e-006	1.33289e-006	
0.174667	3.64697e-005	1.27287e-007	2.06688e-009	7.27845e-006	1.36387e-006	
0.176	3.70092e-005	1.30478e-007	2.13647e-009	7.39958e-006	1.3953e-006	
0.177333	3.75521e-005	1.33721e-007	2.2078e-009	7.52164e-006	1.42719e-006	
0.178667	3.80983e-005	1.37016e-007	2.28091e-009	7.64463e-006	1.45953e-006	
0.18	3.86479e-005	1.40365e-007	2.35582e-009	7.76853e-006	1.49235e-006	
0.181333	3.92007e-005	1.43767e-007	2.43256e-009	7.89334e-006	1.52562e-006	
0.182667	3.9757e-005	1.47223e-007	2.51118e-009	8.01908e-006	1.55937e-006	
