0	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	
1	0.00084	2.6e-005	1e-006	0.000227	0.000186	
2	0.002858	0.000168	4.4e-005	0.000697	0.001269	
3	0.00535	0.000513	0.000176	0.00142	0.003507	
4	0.008306	0.001101	0.000497	0.002394	0.006645	
5	0.011127	0.001821	0.001173	0.003263	0.010031	
6	0.014213	0.002887	0.002075	0.004505	0.013309	
7	0.017147	0.004199	0.003384	0.005568	0.01639	
8	0.020436	0.005378	0.005037	0.006968	0.019098	
9	0.023432	0.006958	0.006735	0.008058	0.02174	
10	0.026028	0.008451	0.008433	0.009382	0.025265	
11	0.029127	0.009734	0.009976	0.010698	0.028175	
12	0.031905	0.011123	0.010927	0.011839	0.030991	
13	0.035116	0.012352	0.011814	0.013317	0.033982	
14	0.037865	0.013405	0.013024	0.014238	0.036996	
15	0.040917	0.01483	0.014043	0.015735	0.040124	
16	0.043961	0.01601	0.01555	0.017118	0.043069	
17	0.046707	0.017204	0.016882	0.018351	0.045796	
18	0.049735	0.018418	0.018193	0.019318	0.048507	
19	0.052283	0.019837	0.019585	0.021003	0.05149	
20	0.055431	0.020781	0.020776	0.022072	0.054309	
