0	0	
0.002	0.000719741	
0.004	0.00143896	
0.006	0.00215767	
0.008	0.00287586	
0.01	0.00359353	
0.012	0.00431068	
0.014	0.00502732	
0.016	0.00574344	
0.018	0.00645905	
0.02	0.00717414	
0.022	0.00788872	
0.024	0.00860278	
0.026	0.00931633	
0.028	0.0100294	
0.03	0.0107419	
0.032	0.0114539	
0.034	0.0121654	
0.036	0.0128764	
0.038	0.0135869	
0.04	0.0142968	
0.042	0.0150063	
0.044	0.0157152	
0.046	0.0164236	
0.048	0.0171316	
0.05	0.017839	
0.052	0.0185459	
0.054	0.0192523	
0.056	0.0199581	
0.058	0.0206635	
0.06	0.0213684	
0.062	0.0220728	
0.064	0.0227766	
0.066	0.02348	
0.068	0.0241828	
0.07	0.0248851	
0.072	0.025587	
0.074	0.0262883	
0.076	0.0269891	
0.078	0.0276894	
0.08	0.0283892	
0.082	0.0290885	
0.084	0.0297873	
0.086	0.0304856	
0.088	0.0311834	
0.09	0.0318807	
0.092	0.0325775	
0.094	0.0332738	
0.096	0.0339696	
0.098	0.0346649	
0.1	0.0353597	
0.102	0.036054	
0.104	0.0367478	
0.106	0.0374411	
0.108	0.0381339	
0.11	0.0388262	
0.112	0.039518	
0.114	0.0402093	
0.116	0.0409001	
0.118	0.0415904	
0.12	0.0422802	
0.122	0.0429695	
0.124	0.0436583	
0.126	0.0443466	
0.128	0.0450344	
0.13	0.0457218	
0.132	0.0464086	
0.134	0.0470949	
0.136	0.0477808	
0.138	0.0484661	
0.14	0.049151	
0.142	0.0498354	
0.144	0.0505192	
0.146	0.0512026	
0.148	0.0518855	
0.15	0.0525679	
0.152	0.0532498	
0.154	0.0539312	
0.156	0.0546121	
0.158	0.0552926	
0.16	0.0559725	
0.162	0.056652	
0.164	0.0573309	
0.166	0.0580094	
0.168	0.0586874	
0.17	0.0593649	
0.172	0.0600419	
0.174	0.0607184	
0.176	0.0613945	
0.178	0.06207	
0.18	0.0627451	
0.182	0.0634197	
0.184	0.0640938	
0.186	0.0647674	
0.188	0.0654405	
0.19	0.0661132	
0.192	0.0667853	
0.194	0.067457	
0.196	0.0681282	
0.198	0.0687989	
0.2	0.0694691	
0.202	0.0701388	
0.204	0.0708081	
0.206	0.0714769	
0.208	0.0721452	
0.21	0.072813	
0.212	0.0734803	
0.214	0.0741472	
0.216	0.0748136	
0.218	0.0754795	
0.22	0.0761449	
0.222	0.0768098	
0.224	0.0774743	
0.226	0.0781382	
0.228	0.0788017	
0.23	0.0794648	
0.232	0.0801273	
0.234	0.0807894	
0.236	0.081451	
0.238	0.0821121	
0.24	0.0827727	
0.242	0.0834329	
0.244	0.0840926	
0.246	0.0847518	
0.248	0.0854106	
0.25	0.0860688	
0.252	0.0867266	
0.254	0.0873839	
0.256	0.0880408	
0.258	0.0886972	
0.26	0.0893531	
0.262	0.0900085	
0.264	0.0906634	
0.266	0.0913179	
0.268	0.0919719	
0.27	0.0926255	
0.272	0.0932786	
0.274	0.0939312	
0.276	0.0945833	
0.278	0.095235	
0.28	0.0958862	
0.282	0.0965369	
0.284	0.0971872	
0.286	0.0978369	
0.288	0.0984863	
0.29	0.0991351	
0.292	0.0997835	
0.294	0.100431	
0.296	0.101079	
0.298	0.101726	
0.3	0.102372	
0.302	0.103018	
0.304	0.103664	
0.306	0.104309	
0.308	0.104954	
0.31	0.105598	
0.312	0.106242	
0.314	0.106885	
0.316	0.107528	
0.318	0.10817	
