0	0	0	0	
1	-1.25e-006	0	0	
2	-1.25e-006	0	0	
3	-1.25e-006	1.90328e-007	9.10848e-005	
4	0	2.08895e-007	9.88788e-005	
5	1.125e-005	6.00063e-007	0.000172478	
6	5e-006	1.14784e-006	0.000229505	
7	1.25e-005	1.89234e-006	0.000293705	
8	1.875e-005	2.64302e-006	0.000283488	
9	2.125e-005	3.01009e-006	0.000293234	
10	3.125e-005	4.6052e-006	0.000369614	
11	6.25e-005	7.06629e-006	0.000449316	
12	7e-005	8.30746e-006	0.000448408	
13	8.75e-005	1.08576e-005	0.000500936	
14	0.00012	1.49133e-005	0.000564267	
15	0.00015375	1.70846e-005	0.000588303	
16	0.00018125	2.04543e-005	0.000629099	
17	0.0002025	2.30855e-005	0.00063723	
18	0.00023875	2.85411e-005	0.000712328	
19	0.0002325	3.27636e-005	0.000739257	
20	0.00026	3.76704e-005	0.000773589	
21	0.00031375	4.30791e-005	0.000815776	
22	0.0003425	4.4476e-005	0.000798857	
23	0.00038125	5.40306e-005	0.000874958	
24	0.00043375	5.85813e-005	0.000881093	
25	0.00041375	6.55003e-005	0.000920725	
26	0.00042625	7.09301e-005	0.000931167	
27	0.000495	7.51804e-005	0.000941203	
28	0.00050125	8.5169e-005	0.00100819	
29	0.00046375	8.89719e-005	0.00100489	
30	0.00054125	9.5138e-005	0.00101519	
31	0.000585	0.000102714	0.00104598	
32	0.00052	0.000106926	0.0010488	
33	0.000585	0.000111775	0.00105352	
34	0.000535	0.000116664	0.00106042	
35	0.00052	0.000121021	0.00106701	
36	0.0005125	0.000122081	0.0010514	
37	0.0004925	0.000126275	0.00105496	
38	0.000495	0.000132176	0.00107279	
39	0.00048125	0.00013208	0.00105202	
40	0.0004825	0.000136543	0.00105818	
41	0.00045375	0.000137495	0.00104937	
42	0.00038625	0.000138558	0.00103916	
43	0.0003675	0.000140121	0.00103862	
44	0.0003425	0.000141059	0.00103424	
45	0.00034125	0.000140008	0.00100322	
46	0.00034625	0.000143552	0.0010167	
47	0.0003025	0.000143504	0.00101082	
48	0.00031375	0.000142913	0.000987623	
49	0.0002975	0.000141768	0.000977007	
50	0.00028875	0.000142597	0.000970982	
51	0.00028625	0.0001453	0.000966818	
52	0.000315	0.000144145	0.00095376	
53	0.00033	0.000144332	0.000950601	
54	0.000335	0.000143911	0.000937851	
55	0.00035125	0.000145501	0.000931099	
56	0.000405	0.000147567	0.000932326	
57	0.00039875	0.000148523	0.000930027	
58	0.00038625	0.000149004	0.000927753	
59	0.00035	0.000148485	0.000907726	
60	0.0004275	0.000150628	0.000910681	
61	0.00043625	0.000150863	0.000906447	
62	0.00039875	0.000151739	0.000899306	
63	0.00043875	0.000150725	0.000886956	
64	0.00046125	0.000153965	0.000889789	
65	0.00043875	0.000155845	0.000892789	
66	0.00041375	0.000156075	0.00088443	
67	0.00045625	0.000157331	0.000890424	
68	0.0004275	0.000156969	0.000873313	
69	0.00041625	0.000158284	0.000870763	
70	0.00042875	0.000160178	0.000872259	
71	0.00042875	0.000159313	0.000858902	
72	0.00041125	0.000161652	0.000863392	
73	0.000415	0.000161427	0.000855398	
74	0.0004125	0.000161452	0.000848388	
75	0.0004125	0.000162616	0.000848538	
76	0.0003725	0.000163428	0.000844667	
77	0.00039	0.000163589	0.000841693	
78	0.00036875	0.000162297	0.000829136	
79	0.00039125	0.000164263	0.000831787	
80	0.000355	0.000165227	0.000827766	
81	0.00040375	0.000165202	0.000822281	
82	0.00036875	0.000164791	0.000817422	
83	0.00040375	0.000166715	0.000817641	
84	0.00039	0.000165115	0.000804096	
85	0.00033625	0.000165989	0.00080302	
86	0.000375	0.00016753	0.000805646	
87	0.0003525	0.000167386	0.000801725	
88	0.00036	0.0001663	0.000792019	
89	0.00038125	0.000167321	0.000791776	
90	0.00039125	0.000166988	0.000784691	
