0	0
500	0.0330059
1000	0.0319674
1500	0.0328627
2000	0.032228
2500	0.0322999
3000	0.0326296
3500	0.0328047
4000	0.0323463
4500	0.0323303
5000	0.0324526
5500	0.0323907
6000	0.0321688
6500	0.0321909
7000	0.0324719
7500	0.0323894
8000	0.0324008
8500	0.0323401
9000	0.0325239
9500	0.0324877
