0	0	1	0	0	0	0	
0.00225	0.00112422	0.99861	0.000265734	5.37413e-008	1.20825e-010	2.63141e-014	
0.0045	0.00224687	0.997223	0.000530394	2.14353e-007	7.22751e-010	2.09864e-013	
0.00675	0.00336797	0.995838	0.000793985	4.80765e-007	2.28127e-009	8.63065e-013	
0.009	0.00448751	0.994455	0.00105651	8.51917e-007	5.26512e-009	2.50321e-012	
0.01125	0.0056055	0.993075	0.00131797	1.32676e-006	1.01363e-008	5.84947e-012	
0.0135	0.00672193	0.991698	0.00157837	1.90425e-006	1.73503e-008	1.18199e-011	
0.01575	0.00783682	0.990323	0.00183772	2.58335e-006	2.73559e-008	2.15285e-011	
0.018	0.00895016	0.98895	0.00209601	3.36305e-006	4.05954e-008	3.62822e-011	
0.02025	0.010062	0.98758	0.00235326	4.24233e-006	5.75049e-008	5.75782e-011	
0.0225	0.0111722	0.986213	0.00260946	5.22019e-006	7.85138e-008	8.71008e-011	
0.02475	0.0122809	0.984848	0.00286462	6.29563e-006	1.04046e-007	1.26719e-010	
0.027	0.0133881	0.983486	0.00311874	7.46766e-006	1.34517e-007	1.78483e-010	
0.02925	0.0144938	0.982125	0.00337183	8.73531e-006	1.7034e-007	2.44623e-010	
0.0315	0.0155979	0.980768	0.00362389	1.00976e-005	2.11918e-007	3.27544e-010	
0.03375	0.0167005	0.979413	0.00387492	1.15536e-005	2.59651e-007	4.29825e-010	
0.036	0.0178016	0.97806	0.00412492	1.31023e-005	3.13931e-007	5.54215e-010	
0.03825	0.0189011	0.97671	0.00437391	1.47428e-005	3.75146e-007	7.03633e-010	
0.0405	0.0199992	0.975362	0.00462188	1.64742e-005	4.43676e-007	8.81162e-010	
0.04275	0.0210957	0.974017	0.00486884	1.82956e-005	5.19898e-007	1.09005e-009	
0.045	0.0221907	0.972674	0.00511479	2.02059e-005	6.0418e-007	1.3337e-009	
0.04725	0.0232842	0.971333	0.00535973	2.22043e-005	6.96886e-007	1.61568e-009	
0.0495	0.0243762	0.969995	0.00560367	2.429e-005	7.98376e-007	1.93971e-009	
0.05175	0.0254667	0.968659	0.00584661	2.6462e-005	9.09002e-007	2.30965e-009	
0.054	0.0265557	0.967326	0.00608855	2.87194e-005	1.02911e-006	2.72954e-009	
0.05625	0.0276432	0.965995	0.0063295	3.10614e-005	1.15905e-006	3.20355e-009	
0.0585	0.0287292	0.964667	0.00656947	3.3487e-005	1.29915e-006	3.73599e-009	
0.06075	0.0298137	0.96334	0.00680844	3.59955e-005	1.44974e-006	4.33132e-009	
0.063	0.0308967	0.962017	0.00704644	3.85859e-005	1.61115e-006	4.99414e-009	
0.06525	0.0319782	0.960695	0.00728346	4.12575e-005	1.7837e-006	5.72919e-009	
0.0675	0.0330583	0.959376	0.0075195	4.40093e-005	1.96771e-006	6.54134e-009	
0.06975	0.0341368	0.95806	0.00775457	4.68407e-005	2.16349e-006	7.43561e-009	
0.072	0.0352139	0.956745	0.00798866	4.97506e-005	2.37134e-006	8.41713e-009	
0.07425	0.0362895	0.955433	0.0082218	5.27384e-005	2.59156e-006	9.49118e-009	
0.0765	0.0373636	0.954124	0.00845397	5.58032e-005	2.82446e-006	1.06632e-008	
0.07875	0.0384363	0.952816	0.00868518	5.89441e-005	3.07032e-006	1.19386e-008	
0.081	0.0395075	0.951512	0.00891544	6.21605e-005	3.32942e-006	1.33231e-008	
0.08325	0.0405772	0.950209	0.00914474	6.54516e-005	3.60206e-006	1.48225e-008	
0.0855	0.0416455	0.948909	0.0093731	6.88165e-005	3.8885e-006	1.64426e-008	
0.08775	0.0427122	0.947611	0.00960051	7.22544e-005	4.18902e-006	1.81894e-008	
