0	0	1	0	0	0	0	
0.00225	0.00112437	0.998876	0	0	0	0	
0.0045	0.00224747	0.997753	0	0	0	0	
0.00675	0.00336931	0.996631	0	0	0	0	
0.009	0.00448989	0.99551	0	0	0	0	
0.01125	0.00560921	0.994391	0	0	0	0	
0.0135	0.00672727	0.993273	0	0	0	0	
0.01575	0.00784407	0.992156	0	0	0	0	
0.018	0.00895962	0.99104	0	0	0	0	
0.02025	0.0100739	0.989926	0	0	0	0	
0.0225	0.011187	0.988813	0	0	0	0	
0.02475	0.0122987	0.987701	0	0	0	0	
0.027	0.0134093	0.986591	0	0	0	0	
0.02925	0.0145186	0.985481	0	0	0	0	
0.0315	0.0156266	0.984373	0	0	0	0	
0.03375	0.0167334	0.983267	0	0	0	0	
0.036	0.017839	0.982161	0	0	0	0	
0.03825	0.0189433	0.981057	0	0	0	0	
0.0405	0.0200463	0.979954	0	0	0	0	
0.04275	0.0211482	0.978852	0	0	0	0	
0.045	0.0222488	0.977751	0	0	0	0	
0.04725	0.0233481	0.976652	0	0	0	0	
0.0495	0.0244462	0.975554	0	0	0	0	
0.05175	0.0255431	0.974457	0	0	0	0	
0.054	0.0266388	0.973361	0	0	0	0	
0.05625	0.0277332	0.972267	0	0	0	0	
0.0585	0.0288264	0.971174	0	0	0	0	
0.06075	0.0299183	0.970082	0	0	0	0	
0.063	0.031009	0.968991	0	0	0	0	
0.06525	0.0320985	0.967901	0	0	0	0	
0.0675	0.0331868	0.966813	0	0	0	0	
0.06975	0.0342739	0.965726	0	0	0	0	
0.072	0.0353597	0.96464	0	0	0	0	
0.07425	0.0364443	0.963556	0	0	0	0	
0.0765	0.0375277	0.962472	0	0	0	0	
0.07875	0.0386099	0.96139	0	0	0	0	
0.081	0.0396908	0.960309	0	0	0	0	
0.08325	0.0407706	0.959229	0	0	0	0	
0.0855	0.0418491	0.958151	0	0	0	0	
0.08775	0.0429264	0.957074	0	0	0	0	
0.09	0.0440025	0.955997	0	0	0	0	
0.09225	0.0450774	0.954923	0	0	0	0	
0.0945	0.0461511	0.953849	0	0	0	0	
0.09675	0.0472236	0.952776	0	0	0	0	
0.099	0.0482948	0.951705	0	0	0	0	
0.10125	0.0493649	0.950635	0	0	0	0	
0.1035	0.0504338	0.949566	0	0	0	0	
0.10575	0.0515014	0.948499	0	0	0	0	
0.108	0.0525679	0.947432	0	0	0	0	
0.11025	0.0536332	0.946367	0	0	0	0	
0.1125	0.0546972	0.945303	0	0	0	0	
0.11475	0.0557601	0.94424	0	0	0	0	
0.117	0.0568218	0.943178	0	0	0	0	
0.11925	0.0578822	0.942118	0	0	0	0	
0.1215	0.0589415	0.941058	0	0	0	0	
