0	1	0	0	0	
0.005	1	1.02674e-012	0	0	
0.01	1	4.25648e-012	1.83777e-018	9.79388e-020	
0.015	1	9.90264e-012	7.61853e-018	4.06198e-019	
0.02	1	1.80726e-011	1.95617e-017	1.04347e-018	
0.025	1	2.88431e-011	3.99642e-017	2.13279e-018	
0.03	1	4.22745e-011	7.11824e-017	3.80062e-018	
0.035	1	5.8417e-011	1.15621e-016	6.17622e-018	
0.04	1	7.73137e-011	1.75725e-016	9.39131e-018	
0.045	1	9.90022e-011	2.53977e-016	1.35797e-017	
0.05	1	1.23516e-010	3.52888e-016	1.88773e-017	
0.055	1	1.50886e-010	4.75001e-016	2.54215e-017	
0.06	1	1.8114e-010	6.2288e-016	3.33516e-017	
0.065	1	2.14304e-010	7.99118e-016	4.28083e-017	
0.07	1	2.504e-010	1.00632e-015	5.39337e-017	
0.075	1	2.89452e-010	1.24713e-015	6.68713e-017	
0.08	1	3.3148e-010	1.5242e-015	8.17659e-017	
0.085	1	3.76504e-010	1.84018e-015	9.87636e-017	
0.09	1	4.24541e-010	2.19777e-015	1.18011e-016	
0.095	1	4.75611e-010	2.59968e-015	1.39658e-016	
0.1	1	5.29729e-010	3.0486e-015	1.63851e-016	
0.105	1	5.86911e-010	3.54729e-015	1.90744e-016	
0.11	1	6.47173e-010	4.09847e-015	2.20486e-016	
0.115	1	7.10528e-010	4.70492e-015	2.53229e-016	
0.12	1	7.76992e-010	5.36939e-015	2.89129e-016	
0.125	1	8.46577e-010	6.09467e-015	3.28337e-016	
0.13	1	9.19297e-010	6.88356e-015	3.71011e-016	
0.135	1	9.95163e-010	7.73885e-015	4.17306e-016	
0.14	1	1.07419e-009	8.66337e-015	4.67378e-016	
0.145	1	1.15638e-009	9.65994e-015	5.21386e-016	
0.15	1	1.24176e-009	1.07314e-014	5.79488e-016	
0.155	1	1.33033e-009	1.18806e-014	6.41844e-016	
0.16	1	1.42211e-009	1.31103e-014	7.08614e-016	
0.165	1	1.5171e-009	1.44236e-014	7.79958e-016	
0.17	1	1.61531e-009	1.58231e-014	8.56039e-016	
0.175	1	1.71676e-009	1.73118e-014	9.37018e-016	
0.18	1	1.82144e-009	1.88927e-014	1.02306e-015	
0.185	1	1.92939e-009	2.05685e-014	1.11433e-015	
0.19	1	2.04059e-009	2.23422e-014	1.21099e-015	
0.195	1	2.15506e-009	2.42168e-014	1.3132e-015	
0.2	1	2.27282e-009	2.6195e-014	1.42114e-015	
0.205	1	2.39386e-009	2.82799e-014	1.53497e-015	
0.21	1	2.51819e-009	3.04744e-014	1.65485e-015	
0.215	1	2.64583e-009	3.27815e-014	1.78096e-015	
0.22	1	2.77678e-009	3.5204e-014	1.91346e-015	
0.225	1	2.91105e-009	3.7745e-014	2.05253e-015	
0.23	1	3.04865e-009	4.04074e-014	2.19833e-015	
0.235	1	3.18958e-009	4.31941e-014	2.35103e-015	
0.24	1	3.33386e-009	4.61082e-014	2.51081e-015	
0.245	1	3.48148e-009	4.91526e-014	2.67784e-015	
0.25	1	3.63246e-009	5.23304e-014	2.85229e-015	
0.255	1	3.7868e-009	5.56444e-014	3.03433e-015	
0.26	1	3.94451e-009	5.90978e-014	3.22414e-015	
0.265	1	4.10559e-009	6.26934e-014	3.42189e-015	
0.27	1	4.27006e-009	6.64344e-014	3.62776e-015	
0.275	1	4.43792e-009	7.03237e-014	3.84192e-015	
0.28	1	4.60917e-009	7.43644e-014	4.06455e-015	
0.285	1	4.78383e-009	7.85595e-014	4.29583e-015	
0.29	1	4.96189e-009	8.2912e-014	4.53593e-015	
0.295	1	5.14336e-009	8.74249e-014	4.78504e-015	
0.3	1	5.32826e-009	9.21014e-014	5.04333e-015	
0.305	1	5.51658e-009	9.69444e-014	5.31098e-015	
0.31	1	5.70833e-009	1.01957e-013	5.58816e-015	
0.315	1	5.90352e-009	1.07142e-013	5.87507e-015	
0.32	1	6.10215e-009	1.12503e-013	6.17189e-015	
0.325	1	6.30423e-009	1.18043e-013	6.47878e-015	
0.33	1	6.50976e-009	1.23764e-013	6.79594e-015	
0.335	1	6.71875e-009	1.29671e-013	7.12355e-015	
0.34	1	6.9312e-009	1.35765e-013	7.46179e-015	
0.345	1	7.14712e-009	1.42051e-013	7.81085e-015	
0.35	1	7.36652e-009	1.48531e-013	8.17091e-015	
0.355	1	7.5894e-009	1.55208e-013	8.54215e-015	
0.36	1	7.81576e-009	1.62085e-013	8.92476e-015	
0.365	1	8.04561e-009	1.69166e-013	9.31893e-015	
0.37	1	8.27895e-009	1.76454e-013	9.72484e-015	
0.375	1	8.5158e-009	1.83951e-013	1.01427e-014	
0.38	1	8.75614e-009	1.91661e-013	1.05726e-014	
0.385	1	9e-009	1.99586e-013	1.10149e-014	
