0	0	0	0	
0.00133333	0	0	2.27878e-010	
0.00266667	1.49176e-014	6.78424e-012	1.18657e-009	
0.004	9.20244e-014	3.44187e-011	3.36173e-009	
0.00533333	3.10016e-013	1.01156e-010	7.14295e-009	
0.00666667	7.7229e-013	2.27921e-010	1.2871e-008	
0.008	1.6025e-012	4.37326e-010	2.0853e-008	
0.00933333	2.94103e-012	7.52997e-010	3.13709e-008	
0.0106667	4.94214e-012	1.19908e-009	4.46859e-008	
0.012	7.77149e-012	1.79989e-009	6.10419e-008	
0.0133333	1.16041e-011	2.57963e-009	8.06681e-008	
0.0146667	1.66224e-011	3.56221e-009	1.03781e-007	
0.016	2.30149e-011	4.77114e-009	1.30584e-007	
0.0173333	3.09748e-011	6.22935e-009	1.61272e-007	
0.0186667	4.06986e-011	7.95921e-009	1.96029e-007	
0.02	5.23853e-011	9.98241e-009	2.35031e-007	
0.0213333	6.62355e-011	1.232e-008	2.78445e-007	
0.0226667	8.24503e-011	1.49923e-008	3.26433e-007	
0.024	1.01231e-010	1.80189e-008	3.79147e-007	
0.0253333	1.22779e-010	2.14188e-008	4.36733e-007	
0.0266667	1.47294e-010	2.52102e-008	4.99332e-007	
0.028	1.74974e-010	2.94108e-008	5.6708e-007	
0.0293333	2.06016e-010	3.40375e-008	6.40105e-007	
0.0306667	2.40615e-010	3.91065e-008	7.18532e-007	
0.032	2.78963e-010	4.46336e-008	8.0248e-007	
0.0333333	3.21248e-010	5.06338e-008	8.92063e-007	
0.0346667	3.67659e-010	5.71216e-008	9.87392e-007	
0.036	4.18377e-010	6.41111e-008	1.08857e-006	
0.0373333	4.73585e-010	7.16157e-008	1.19571e-006	
0.0386667	5.3346e-010	7.96482e-008	1.30889e-006	
0.04	5.98174e-010	8.8221e-008	1.42823e-006	
0.0413333	6.67899e-010	9.73462e-008	1.55379e-006	
0.0426667	7.42802e-010	1.07035e-007	1.68569e-006	
0.044	8.23047e-010	1.17299e-007	1.82399e-006	
0.0453333	9.08794e-010	1.28149e-007	1.96878e-006	
0.0466667	1.0002e-009	1.39594e-007	2.12014e-006	
0.048	1.09742e-009	1.51645e-007	2.27814e-006	
0.0493333	1.20059e-009	1.64311e-007	2.44286e-006	
0.0506667	1.30988e-009	1.77601e-007	2.61436e-006	
0.052	1.42541e-009	1.91524e-007	2.79271e-006	
0.0533333	1.54734e-009	2.06089e-007	2.97798e-006	
0.0546667	1.67579e-009	2.21303e-007	3.17022e-006	
0.056	1.81089e-009	2.37175e-007	3.36951e-006	
0.0573333	1.95279e-009	2.53712e-007	3.57588e-006	
0.0586667	2.1016e-009	2.70921e-007	3.78941e-006	
