0	0	0	0	0	
0.00133333	0	0	0	4.36421e-009	
0.00266667	1.49176e-014	1.03892e-010	2.17778e-009	2.15111e-008	
0.004	9.20244e-014	4.58893e-010	8.84802e-009	5.54521e-008	
0.00533333	3.10016e-013	1.15153e-009	2.04479e-008	1.05811e-007	
0.00666667	7.7229e-013	2.24591e-009	3.71248e-008	1.71803e-007	
0.008	1.6025e-012	3.79099e-009	5.8878e-008	2.52481e-007	
0.00933333	2.94103e-012	5.82425e-009	8.56186e-008	3.46835e-007	
0.0106667	4.94214e-012	8.37417e-009	1.17202e-007	4.53838e-007	
0.012	7.77149e-012	1.14619e-008	1.53449e-007	5.72484e-007	
0.0133333	1.16041e-011	1.51027e-008	1.94158e-007	7.01794e-007	
0.0146667	1.66224e-011	1.93067e-008	2.39114e-007	8.40833e-007	
0.016	2.30149e-011	2.408e-008	2.88094e-007	9.88715e-007	
0.0173333	3.09748e-011	2.94253e-008	3.40875e-007	1.1446e-006	
0.0186667	4.06986e-011	3.53422e-008	3.97235e-007	1.3077e-006	
0.02	5.23853e-011	4.18281e-008	4.56953e-007	1.47727e-006	
0.0213333	6.62355e-011	4.88782e-008	5.19815e-007	1.65263e-006	
0.0226667	8.24503e-011	5.64861e-008	5.85615e-007	1.83314e-006	
0.024	1.01231e-010	6.46441e-008	6.5415e-007	2.01819e-006	
0.0253333	1.22779e-010	7.33431e-008	7.25228e-007	2.20723e-006	
0.0266667	1.47294e-010	8.25734e-008	7.98665e-007	2.39975e-006	
0.028	1.74974e-010	9.23242e-008	8.74284e-007	2.59527e-006	
0.0293333	2.06016e-010	1.02584e-007	9.51918e-007	2.79336e-006	
0.0306667	2.40615e-010	1.13342e-007	1.0314e-006	2.99359e-006	
0.032	2.78963e-010	1.24585e-007	1.11259e-006	3.19561e-006	
0.0333333	3.21248e-010	1.36302e-007	1.19534e-006	3.39906e-006	
0.0346667	3.67659e-010	1.48479e-007	1.27951e-006	3.60362e-006	
0.036	4.18377e-010	1.61105e-007	1.36498e-006	3.80901e-006	
0.0373333	4.73585e-010	1.74166e-007	1.45161e-006	4.01494e-006	
0.0386667	5.3346e-010	1.87651e-007	1.5393e-006	4.22119e-006	
0.04	5.98174e-010	2.01545e-007	1.62794e-006	4.42751e-006	
0.0413333	6.67899e-010	2.15838e-007	1.71743e-006	4.63371e-006	
0.0426667	7.42802e-010	2.30517e-007	1.80767e-006	4.83959e-006	
0.044	8.23047e-010	2.45569e-007	1.89856e-006	5.04497e-006	
0.0453333	9.08794e-010	2.60984e-007	1.99003e-006	5.2497e-006	
0.0466667	1.0002e-009	2.76748e-007	2.082e-006	5.45364e-006	
0.048	1.09742e-009	2.9285e-007	2.17438e-006	5.65665e-006	
0.0493333	1.20059e-009	3.0928e-007	2.26711e-006	5.85861e-006	
0.0506667	1.30988e-009	3.26026e-007	2.36012e-006	6.05941e-006	
0.052	1.42541e-009	3.43077e-007	2.45336e-006	6.25896e-006	
0.0533333	1.54734e-009	3.60422e-007	2.54675e-006	6.45716e-006	
0.0546667	1.67579e-009	3.78052e-007	2.64025e-006	6.65394e-006	
0.056	1.81089e-009	3.95956e-007	2.7338e-006	6.84922e-006	
0.0573333	1.95279e-009	4.14124e-007	2.82736e-006	7.04293e-006	
0.0586667	2.1016e-009	4.32547e-007	2.92088e-006	7.23502e-006	
0.06	2.25744e-009	4.51216e-007	3.01432e-006	7.42544e-006	
0.0613333	2.42044e-009	4.7012e-007	3.10763e-006	7.61414e-006	
0.0626667	2.59071e-009	4.89252e-007	3.20079e-006	7.80107e-006	
0.064	2.76836e-009	5.08603e-007	3.29376e-006	7.98621e-006	
0.0653333	2.95351e-009	5.28164e-007	3.3865e-006	8.16953e-006	
0.0666667	3.14626e-009	5.47927e-007	3.47899e-006	8.35098e-006	
0.068	3.34672e-009	5.67885e-007	3.57119e-006	8.53056e-006	
0.0693333	3.55499e-009	5.88028e-007	3.66308e-006	8.70824e-006	
0.0706667	3.77117e-009	6.08351e-007	3.75463e-006	8.884e-006	
0.072	3.99535e-009	6.28846e-007	3.84583e-006	9.05784e-006	
0.0733333	4.22763e-009	6.49506e-007	3.93665e-006	9.22974e-006	
0.0746667	4.46809e-009	6.70323e-007	4.02707e-006	9.3997e-006	
0.076	4.71684e-009	6.91291e-007	4.11707e-006	9.56771e-006	
0.0773333	4.97394e-009	7.12404e-007	4.20664e-006	9.73376e-006	
0.0786667	5.23949e-009	7.33656e-007	4.29576e-006	9.89785e-006	
0.08	5.51357e-009	7.55039e-007	4.38441e-006	1.006e-005	
0.0813333	5.79626e-009	7.76549e-007	4.47258e-006	1.02202e-005	
0.0826667	6.08762e-009	7.9818e-007	4.56026e-006	1.03784e-005	
0.084	6.38774e-009	8.19925e-007	4.64743e-006	1.05347e-005	
0.0853333	6.69669e-009	8.4178e-007	4.7341e-006	1.06891e-005	
0.0866667	7.01453e-009	8.6374e-007	4.82023e-006	1.08415e-005	
0.088	7.34134e-009	8.85799e-007	4.90584e-006	1.0992e-005	
0.0893333	7.67718e-009	9.07952e-007	4.99091e-006	1.11406e-005	
0.0906667	8.02211e-009	9.30194e-007	5.07542e-006	1.12873e-005	
0.092	8.3762e-009	9.52521e-007	5.15938e-006	1.14321e-005	
0.0933333	8.7395e-009	9.74928e-007	5.24278e-006	1.15751e-005	
0.0946667	9.11207e-009	9.97412e-007	5.32562e-006	1.17161e-005	
0.096	9.49397e-009	1.01997e-006	5.40788e-006	1.18554e-005	
