0	0	0	0	0	
0.0016	4.08e-010	3.40447e-013	8.8e-011	8.8e-011	
0.0032	8.16e-010	1.24056e-012	1.76e-010	1.76e-010	
0.0048	1.224e-009	2.54875e-012	2.64e-010	2.64e-010	
0.0064	1.632e-009	4.21732e-012	3.52e-010	3.52e-010	
0.008	2.04e-009	6.21706e-012	4.4e-010	4.4e-010	
0.0096	2.448e-009	8.52729e-012	5.28e-010	5.28e-010	
0.0112	2.856e-009	1.11322e-011	6.16e-010	6.16e-010	
0.0128	3.264e-009	1.4019e-011	7.04e-010	7.04e-010	
0.0144	3.672e-009	1.71772e-011	7.92e-010	7.92e-010	
0.016	4.08e-009	2.0598e-011	8.8e-010	8.8e-010	
0.0176	4.488e-009	2.42734e-011	9.68e-010	9.68e-010	
0.0192	4.896e-009	2.81968e-011	1.056e-009	1.056e-009	
0.0208	5.304e-009	3.23621e-011	1.144e-009	1.144e-009	
0.0224	5.712e-009	3.67638e-011	1.232e-009	1.232e-009	
0.024	6.12e-009	4.13971e-011	1.32e-009	1.32e-009	
0.0256	6.528e-009	4.62575e-011	1.408e-009	1.408e-009	
0.0272	6.936e-009	5.13407e-011	1.496e-009	1.496e-009	
0.0288	7.344e-009	5.66432e-011	1.584e-009	1.584e-009	
0.0304	7.752e-009	6.21612e-011	1.672e-009	1.672e-009	
0.032	8.15999e-009	6.78916e-011	1.76e-009	1.76e-009	
0.0336	8.56799e-009	7.38313e-011	1.848e-009	1.848e-009	
0.0352	8.97599e-009	7.99774e-011	1.936e-009	1.936e-009	
0.0368	9.38399e-009	8.63272e-011	2.024e-009	2.024e-009	
0.0384	9.79199e-009	9.28782e-011	2.112e-009	2.112e-009	
0.04	1.02e-008	9.9628e-011	2.2e-009	2.2e-009	
0.0416	1.0608e-008	1.06574e-010	2.288e-009	2.288e-009	
0.0432	1.1016e-008	1.13715e-010	2.376e-009	2.376e-009	
0.0448	1.1424e-008	1.21048e-010	2.464e-009	2.464e-009	
0.0464	1.1832e-008	1.28571e-010	2.552e-009	2.552e-009	
0.048	1.224e-008	1.36282e-010	2.64e-009	2.64e-009	
0.0496	1.2648e-008	1.4418e-010	2.728e-009	2.728e-009	
0.0512	1.3056e-008	1.52263e-010	2.816e-009	2.816e-009	
0.0528	1.3464e-008	1.60529e-010	2.904e-009	2.904e-009	
0.0544	1.3872e-008	1.68977e-010	2.992e-009	2.992e-009	
0.056	1.428e-008	1.77605e-010	3.08e-009	3.08e-009	
0.0576	1.4688e-008	1.86411e-010	3.168e-009	3.168e-009	
0.0592	1.5096e-008	1.95395e-010	3.256e-009	3.256e-009	
0.0608	1.5504e-008	2.04555e-010	3.344e-009	3.344e-009	
0.0624	1.5912e-008	2.13889e-010	3.432e-009	3.432e-009	
0.064	1.632e-008	2.23396e-010	3.52e-009	3.52e-009	
0.0656	1.6728e-008	2.33076e-010	3.60799e-009	3.60799e-009	
0.0672	1.7136e-008	2.42926e-010	3.69599e-009	3.69599e-009	
0.0688	1.7544e-008	2.52946e-010	3.78399e-009	3.78399e-009	
0.0704	1.7952e-008	2.63134e-010	3.87199e-009	3.87199e-009	
0.072	1.836e-008	2.7349e-010	3.95999e-009	3.95999e-009	
0.0736	1.8768e-008	2.84012e-010	4.04799e-009	4.04799e-009	
0.0752	1.9176e-008	2.94699e-010	4.13599e-009	4.13599e-009	
0.0768	1.9584e-008	3.05551e-010	4.22399e-009	4.22399e-009	
0.0784	1.9992e-008	3.16567e-010	4.31199e-009	4.31199e-009	
0.08	2.04e-008	3.27744e-010	4.39999e-009	4.39999e-009	
0.0816	2.0808e-008	3.39083e-010	4.48799e-009	4.48799e-009	
0.0832	2.1216e-008	3.50583e-010	4.57599e-009	4.57599e-009	
0.0848	2.1624e-008	3.62242e-010	4.66399e-009	4.66399e-009	
0.0864	2.2032e-008	3.74061e-010	4.75199e-009	4.75199e-009	
0.088	2.244e-008	3.86037e-010	4.83999e-009	4.83999e-009	
0.0896	2.2848e-008	3.98171e-010	4.92799e-009	4.92799e-009	
0.0912	2.3256e-008	4.1046e-010	5.01599e-009	5.01599e-009	
0.0928	2.3664e-008	4.22906e-010	5.10399e-009	5.10399e-009	
0.0944	2.4072e-008	4.35506e-010	5.19199e-009	5.19199e-009	
0.096	2.448e-008	4.48261e-010	5.27999e-009	5.27999e-009	
0.0976	2.48879e-008	4.61168e-010	5.36799e-009	5.36799e-009	
0.0992	2.52959e-008	4.74229e-010	5.45599e-009	5.45599e-009	
0.1008	2.57039e-008	4.87441e-010	5.54399e-009	5.54399e-009	
0.1024	2.61119e-008	5.00805e-010	5.63199e-009	5.63199e-009	
0.104	2.65199e-008	5.14319e-010	5.71999e-009	5.71999e-009	
0.1056	2.69279e-008	5.27984e-010	5.80799e-009	5.80799e-009	
0.1072	2.73359e-008	5.41797e-010	5.89599e-009	5.89599e-009	
0.1088	2.77439e-008	5.55759e-010	5.98399e-009	5.98399e-009	
0.1104	2.81519e-008	5.6987e-010	6.07199e-009	6.07199e-009	
0.112	2.85599e-008	5.84127e-010	6.15999e-009	6.15999e-009	
0.1136	2.89679e-008	5.98532e-010	6.24798e-009	6.24798e-009	
0.1152	2.93759e-008	6.13082e-010	6.33598e-009	6.33598e-009	
0.1168	2.97839e-008	6.27779e-010	6.42398e-009	6.42398e-009	
0.1184	3.01919e-008	6.4262e-010	6.51198e-009	6.51198e-009	
0.12	3.05999e-008	6.57606e-010	6.59998e-009	6.59998e-009	
0.1216	3.10079e-008	6.72736e-010	6.68798e-009	6.68798e-009	
0.1232	3.14159e-008	6.8801e-010	6.77598e-009	6.77598e-009	
0.1248	3.18239e-008	7.03426e-010	6.86398e-009	6.86398e-009	
0.1264	3.22319e-008	7.18985e-010	6.95198e-009	6.95198e-009	
0.128	3.26399e-008	7.34686e-010	7.03998e-009	7.03998e-009	
0.1296	3.30479e-008	7.50528e-010	7.12798e-009	7.12798e-009	
0.1312	3.34559e-008	7.66511e-010	7.21598e-009	7.21598e-009	
0.1328	3.38639e-008	7.82634e-010	7.30398e-009	7.30398e-009	
0.1344	3.42719e-008	7.98897e-010	7.39198e-009	7.39198e-009	
0.136	3.46799e-008	8.153e-010	7.47998e-009	7.47998e-009	
0.1376	3.50879e-008	8.31842e-010	7.56798e-009	7.56798e-009	
0.1392	3.54959e-008	8.48522e-010	7.65598e-009	7.65598e-009	
0.1408	3.59039e-008	8.6534e-010	7.74398e-009	7.74398e-009	
0.1424	3.63119e-008	8.82296e-010	7.83198e-009	7.83198e-009	
0.144	3.67199e-008	8.99389e-010	7.91998e-009	7.91998e-009	
0.1456	3.71279e-008	9.16619e-010	8.00798e-009	8.00798e-009	
0.1472	3.75359e-008	9.33985e-010	8.09597e-009	8.09597e-009	
0.1488	3.79439e-008	9.51488e-010	8.18397e-009	8.18397e-009	
0.1504	3.83519e-008	9.69125e-010	8.27197e-009	8.27197e-009	
0.152	3.87599e-008	9.86898e-010	8.35997e-009	8.35997e-009	
0.1536	3.91679e-008	1.00481e-009	8.44797e-009	8.44797e-009	
0.1552	3.95759e-008	1.02285e-009	8.53597e-009	8.53597e-009	
0.1568	3.99839e-008	1.04102e-009	8.62397e-009	8.62397e-009	
0.1584	4.03919e-008	1.05933e-009	8.71197e-009	8.71197e-009	
0.16	4.07999e-008	1.07777e-009	8.79997e-009	8.79997e-009	
0.1616	4.12079e-008	1.09635e-009	8.88797e-009	8.88797e-009	
