30	0	0	0	
30.003	1.47123e-005	3.69753e-005	5.00076e-005	
30.006	2.94321e-005	7.39573e-005	0.00010002	
30.009	4.41594e-005	0.000110946	0.000150038	
30.012	5.88941e-005	0.000147941	0.000200061	
30.015	7.36364e-005	0.000184943	0.000250088	
30.018	8.83861e-005	0.000221952	0.000300121	
30.021	0.000103143	0.000258967	0.000350158	
30.024	0.000117908	0.000295989	0.000400201	
30.027	0.00013268	0.000333018	0.000450249	
30.03	0.00014746	0.000370053	0.000500301	
30.033	0.000162247	0.000407095	0.000550359	
30.036	0.000177042	0.000444144	0.000600421	
30.039	0.000191844	0.000481199	0.000650489	
30.042	0.000206654	0.000518261	0.000700561	
30.045	0.000221471	0.000555329	0.000750639	
30.048	0.000236295	0.000592404	0.000800721	
30.051	0.000251127	0.000629486	0.000850808	
30.054	0.000265967	0.000666575	0.000900901	
30.057	0.000280814	0.00070367	0.000950998	
30.06	0.000295668	0.000740771	0.0010011	
30.063	0.00031053	0.00077788	0.00105121	
30.066	0.0003254	0.000814995	0.00110132	
30.069	0.000340276	0.000852116	0.00115144	
30.072	0.000355161	0.000889245	0.00120156	
30.075	0.000370053	0.000926379	0.00125169	
30.078	0.000384952	0.000963521	0.00130182	
30.081	0.000399859	0.00100067	0.00135196	
30.084	0.000414773	0.00103782	0.0014021	
30.087	0.000429694	0.00107498	0.00145224	
30.09	0.000444623	0.00111215	0.0015024	
30.093	0.00045956	0.00114933	0.00155255	
30.096	0.000474504	0.00118651	0.00160271	
30.099	0.000489455	0.0012237	0.00165288	
30.102	0.000504414	0.00126089	0.00170305	
30.105	0.000519381	0.00129809	0.00175323	
30.108	0.000534354	0.0013353	0.00180341	
30.111	0.000549336	0.00137251	0.0018536	
30.114	0.000564324	0.00140973	0.00190379	
30.117	0.000579321	0.00144696	0.00195398	
30.12	0.000594324	0.0014842	0.00200418	
30.123	0.000609335	0.00152144	0.00205439	
30.126	0.000624354	0.00155868	0.0021046	
30.129	0.000639379	0.00159594	0.00215482	
30.132	0.000654413	0.0016332	0.00220504	
30.135	0.000669454	0.00167046	0.00225526	
30.138	0.000684502	0.00170774	0.00230549	
30.141	0.000699557	0.00174502	0.00235573	
30.144	0.000714621	0.0017823	0.00240597	
30.147	0.000729691	0.0018196	0.00245622	
30.15	0.000744769	0.0018569	0.00250647	
30.153	0.000759854	0.0018942	0.00255672	
30.156	0.000774947	0.00193152	0.00260698	
30.159	0.000790047	0.00196884	0.00265725	
30.162	0.000805155	0.00200616	0.00270752	
30.165	0.00082027	0.00204349	0.00275779	
30.168	0.000835392	0.00208083	0.00280807	
30.171	0.000850522	0.00211818	0.00285835	
30.174	0.00086566	0.00215553	0.00290864	
30.177	0.000880804	0.00219289	0.00295894	
30.18	0.000895957	0.00223026	0.00300924	
30.183	0.000911116	0.00226763	0.00305954	
30.186	0.000926283	0.00230501	0.00310985	
30.189	0.000941457	0.00234239	0.00316016	
30.192	0.000956639	0.00237978	0.00321048	
30.195	0.000971828	0.00241718	0.00326081	
30.198	0.000987025	0.00245458	0.00331113	
30.201	0.00100223	0.002492	0.00336147	
30.204	0.00101744	0.00252941	0.00341181	
30.207	0.00103266	0.00256684	0.00346215	
30.21	0.00104789	0.00260427	0.0035125	
30.213	0.00106312	0.00264171	0.00356285	
30.216	0.00107836	0.00267915	0.00361321	
30.219	0.00109361	0.0027166	0.00366357	
30.222	0.00110886	0.00275406	0.00371394	
30.225	0.00112413	0.00279152	0.00376431	
30.228	0.0011394	0.00282899	0.00381469	
30.231	0.00115468	0.00286647	0.00386507	
30.234	0.00116996	0.00290395	0.00391545	
30.237	0.00118525	0.00294144	0.00396585	
30.24	0.00120055	0.00297894	0.00401624	
30.243	0.00121586	0.00301644	0.00406664	
30.246	0.00123118	0.00305395	0.00411705	
30.249	0.0012465	0.00309146	0.00416746	
30.252	0.00126183	0.00312898	0.00421788	
30.255	0.00127717	0.00316651	0.0042683	
30.258	0.00129251	0.00320405	0.00431872	
30.261	0.00130786	0.00324159	0.00436915	
