8760	0	0	0	
8784.17	-1.#IND	-1.#IND	-1.#IND	
8784.18	-1.#IND	-1.#IND	-1.#IND	
8784.19	-1.#IND	-1.#IND	-1.#IND	
8784.19	-1.#IND	-1.#IND	-1.#IND	
8784.2	-1.#IND	-1.#IND	-1.#IND	
8784.21	-1.#IND	-1.#IND	-1.#IND	
8784.21	-1.#IND	-1.#IND	-1.#IND	
8784.22	-1.#IND	-1.#IND	-1.#IND	
8784.23	-1.#IND	-1.#IND	-1.#IND	
8784.23	-1.#IND	-1.#IND	-1.#IND	
8784.24	-1.#IND	-1.#IND	-1.#IND	
8784.25	-1.#IND	-1.#IND	-1.#IND	
8784.25	-1.#IND	-1.#IND	-1.#IND	
8784.26	-1.#IND	-1.#IND	-1.#IND	
8784.27	-1.#IND	-1.#IND	-1.#IND	
8784.27	-1.#IND	-1.#IND	-1.#IND	
8784.28	-1.#IND	-1.#IND	-1.#IND	
8784.29	-1.#IND	-1.#IND	-1.#IND	
8784.29	-1.#IND	-1.#IND	-1.#IND	
8784.3	-1.#IND	-1.#IND	-1.#IND	
8784.31	-1.#IND	-1.#IND	-1.#IND	
8784.31	-1.#IND	-1.#IND	-1.#IND	
8784.32	-1.#IND	-1.#IND	-1.#IND	
8784.33	-1.#IND	-1.#IND	-1.#IND	
8784.33	-1.#IND	-1.#IND	-1.#IND	
8784.34	-1.#IND	-1.#IND	-1.#IND	
8784.35	-1.#IND	-1.#IND	-1.#IND	
8784.35	-1.#IND	-1.#IND	-1.#IND	
8784.36	-1.#IND	-1.#IND	-1.#IND	
8784.37	-1.#IND	-1.#IND	-1.#IND	
8784.37	-1.#IND	-1.#IND	-1.#IND	
8784.38	-1.#IND	-1.#IND	-1.#IND	
8784.39	-1.#IND	-1.#IND	-1.#IND	
8784.39	-1.#IND	-1.#IND	-1.#IND	
8784.4	-1.#IND	-1.#IND	-1.#IND	
8784.41	-1.#IND	-1.#IND	-1.#IND	
8784.41	-1.#IND	-1.#IND	-1.#IND	
8784.42	-1.#IND	-1.#IND	-1.#IND	
8784.43	-1.#IND	-1.#IND	-1.#IND	
8784.43	-1.#IND	-1.#IND	-1.#IND	
8784.44	-1.#IND	-1.#IND	-1.#IND	
8784.45	-1.#IND	-1.#IND	-1.#IND	
8784.45	-1.#IND	-1.#IND	-1.#IND	
8784.46	-1.#IND	-1.#IND	-1.#IND	
8784.47	-1.#IND	-1.#IND	-1.#IND	
8784.47	-1.#IND	-1.#IND	-1.#IND	
8784.48	-1.#IND	-1.#IND	-1.#IND	
8784.49	-1.#IND	-1.#IND	-1.#IND	
8784.49	-1.#IND	-1.#IND	-1.#IND	
8784.5	-1.#IND	-1.#IND	-1.#IND	
8784.51	-1.#IND	-1.#IND	-1.#IND	
8784.51	-1.#IND	-1.#IND	-1.#IND	
8784.52	-1.#IND	-1.#IND	-1.#IND	
8784.53	-1.#IND	-1.#IND	-1.#IND	
8784.53	-1.#IND	-1.#IND	-1.#IND	
8784.54	-1.#IND	-1.#IND	-1.#IND	
8784.55	-1.#IND	-1.#IND	-1.#IND	
8784.55	-1.#IND	-1.#IND	-1.#IND	
8784.56	-1.#IND	-1.#IND	-1.#IND	
8784.57	-1.#IND	-1.#IND	-1.#IND	
8784.57	-1.#IND	-1.#IND	-1.#IND	
8784.58	-1.#IND	-1.#IND	-1.#IND	
8784.59	-1.#IND	-1.#IND	-1.#IND	
8784.59	-1.#IND	-1.#IND	-1.#IND	
8784.6	-1.#IND	-1.#IND	-1.#IND	
8784.61	-1.#IND	-1.#IND	-1.#IND	
8784.61	-1.#IND	-1.#IND	-1.#IND	
8784.62	-1.#IND	-1.#IND	-1.#IND	
8784.63	-1.#IND	-1.#IND	-1.#IND	
8784.63	-1.#IND	-1.#IND	-1.#IND	
8784.64	-1.#IND	-1.#IND	-1.#IND	
8784.65	-1.#IND	-1.#IND	-1.#IND	
8784.65	-1.#IND	-1.#IND	-1.#IND	
8784.66	-1.#IND	-1.#IND	-1.#IND	
8784.67	-1.#IND	-1.#IND	-1.#IND	
8784.67	-1.#IND	-1.#IND	-1.#IND	
8784.68	-1.#IND	-1.#IND	-1.#IND	
8784.69	-1.#IND	-1.#IND	-1.#IND	
8784.69	-1.#IND	-1.#IND	-1.#IND	
8784.7	-1.#IND	-1.#IND	-1.#IND	
8784.71	-1.#IND	-1.#IND	-1.#IND	
8784.71	-1.#IND	-1.#IND	-1.#IND	
8784.72	-1.#IND	-1.#IND	-1.#IND	
8784.73	-1.#IND	-1.#IND	-1.#IND	
8784.73	-1.#IND	-1.#IND	-1.#IND	
8784.74	-1.#IND	-1.#IND	-1.#IND	
8784.75	-1.#IND	-1.#IND	-1.#IND	
8784.75	-1.#IND	-1.#IND	-1.#IND	
8784.76	-1.#IND	-1.#IND	-1.#IND	
8784.77	-1.#IND	-1.#IND	-1.#IND	
8784.77	-1.#IND	-1.#IND	-1.#IND	
8784.78	-1.#IND	-1.#IND	-1.#IND	
8784.79	-1.#IND	-1.#IND	-1.#IND	
8784.79	-1.#IND	-1.#IND	-1.#IND	
8784.8	-1.#IND	-1.#IND	-1.#IND	
8784.81	-1.#IND	-1.#IND	-1.#IND	
8784.81	-1.#IND	-1.#IND	-1.#IND	
8784.82	-1.#IND	-1.#IND	-1.#IND	
8784.83	-1.#IND	-1.#IND	-1.#IND	
8784.83	-1.#IND	-1.#IND	-1.#IND	
8784.84	-1.#IND	-1.#IND	-1.#IND	
8784.85	-1.#IND	-1.#IND	-1.#IND	
8784.85	-1.#IND	-1.#IND	-1.#IND	
8784.86	-1.#IND	-1.#IND	-1.#IND	
8784.87	-1.#IND	-1.#IND	-1.#IND	
8784.87	-1.#IND	-1.#IND	-1.#IND	
8784.88	-1.#IND	-1.#IND	-1.#IND	
8784.89	-1.#IND	-1.#IND	-1.#IND	
8784.89	-1.#IND	-1.#IND	-1.#IND	
8784.9	-1.#IND	-1.#IND	-1.#IND	
8784.91	-1.#IND	-1.#IND	-1.#IND	
8784.91	-1.#IND	-1.#IND	-1.#IND	
8784.92	-1.#IND	-1.#IND	-1.#IND	
8784.93	-1.#IND	-1.#IND	-1.#IND	
8784.93	-1.#IND	-1.#IND	-1.#IND	
8784.94	-1.#IND	-1.#IND	-1.#IND	
8784.95	-1.#IND	-1.#IND	-1.#IND	
8784.95	-1.#IND	-1.#IND	-1.#IND	
8784.96	-1.#IND	-1.#IND	-1.#IND	
8784.97	-1.#IND	-1.#IND	-1.#IND	
8784.97	-1.#IND	-1.#IND	-1.#IND	
8784.98	-1.#IND	-1.#IND	-1.#IND	
8784.99	-1.#IND	-1.#IND	-1.#IND	
8784.99	-1.#IND	-1.#IND	-1.#IND	
8785	-1.#IND	-1.#IND	-1.#IND	
8785.01	-1.#IND	-1.#IND	-1.#IND	
8785.01	-1.#IND	-1.#IND	-1.#IND	
8785.02	-1.#IND	-1.#IND	-1.#IND	
8785.03	-1.#IND	-1.#IND	-1.#IND	
8785.03	-1.#IND	-1.#IND	-1.#IND	
8785.04	-1.#IND	-1.#IND	-1.#IND	
8785.05	-1.#IND	-1.#IND	-1.#IND	
8785.05	-1.#IND	-1.#IND	-1.#IND	
8785.06	-1.#IND	-1.#IND	-1.#IND	
8785.07	-1.#IND	-1.#IND	-1.#IND	
8785.07	-1.#IND	-1.#IND	-1.#IND	
8785.08	-1.#IND	-1.#IND	-1.#IND	
8785.09	-1.#IND	-1.#IND	-1.#IND	
8785.09	-1.#IND	-1.#IND	-1.#IND	
8785.1	-1.#IND	-1.#IND	-1.#IND	
8785.11	-1.#IND	-1.#IND	-1.#IND	
8785.11	-1.#IND	-1.#IND	-1.#IND	
8785.12	-1.#IND	-1.#IND	-1.#IND	
8785.13	-1.#IND	-1.#IND	-1.#IND	
8785.13	-1.#IND	-1.#IND	-1.#IND	
8785.14	-1.#IND	-1.#IND	-1.#IND	
8785.15	-1.#IND	-1.#IND	-1.#IND	
8785.15	-1.#IND	-1.#IND	-1.#IND	
8785.16	-1.#IND	-1.#IND	-1.#IND	
8785.17	-1.#IND	-1.#IND	-1.#IND	
8785.17	-1.#IND	-1.#IND	-1.#IND	
8785.18	-1.#IND	-1.#IND	-1.#IND	
8785.19	-1.#IND	-1.#IND	-1.#IND	
8785.19	-1.#IND	-1.#IND	-1.#IND	
8785.2	-1.#IND	-1.#IND	-1.#IND	
8785.21	-1.#IND	-1.#IND	-1.#IND	
8785.21	-1.#IND	-1.#IND	-1.#IND	
8785.22	-1.#IND	-1.#IND	-1.#IND	
8785.23	-1.#IND	-1.#IND	-1.#IND	
8785.23	-1.#IND	-1.#IND	-1.#IND	
8785.24	-1.#IND	-1.#IND	-1.#IND	
8785.25	-1.#IND	-1.#IND	-1.#IND	
8785.25	-1.#IND	-1.#IND	-1.#IND	
8785.26	-1.#IND	-1.#IND	-1.#IND	
8785.27	-1.#IND	-1.#IND	-1.#IND	
8785.27	-1.#IND	-1.#IND	-1.#IND	
8785.28	-1.#IND	-1.#IND	-1.#IND	
8785.29	-1.#IND	-1.#IND	-1.#IND	
8785.29	-1.#IND	-1.#IND	-1.#IND	
8785.3	-1.#IND	-1.#IND	-1.#IND	
8785.31	-1.#IND	-1.#IND	-1.#IND	
8785.31	-1.#IND	-1.#IND	-1.#IND	
8785.32	-1.#IND	-1.#IND	-1.#IND	
8785.33	-1.#IND	-1.#IND	-1.#IND	
8785.33	-1.#IND	-1.#IND	-1.#IND	
8785.34	-1.#IND	-1.#IND	-1.#IND	
8785.35	-1.#IND	-1.#IND	-1.#IND	
8785.35	-1.#IND	-1.#IND	-1.#IND	
8785.36	-1.#IND	-1.#IND	-1.#IND	
8785.37	-1.#IND	-1.#IND	-1.#IND	
8785.37	-1.#IND	-1.#IND	-1.#IND	
8785.38	-1.#IND	-1.#IND	-1.#IND	
8785.39	-1.#IND	-1.#IND	-1.#IND	
8785.39	-1.#IND	-1.#IND	-1.#IND	
8785.4	-1.#IND	-1.#IND	-1.#IND	
8785.41	-1.#IND	-1.#IND	-1.#IND	
8785.41	-1.#IND	-1.#IND	-1.#IND	
8785.42	-1.#IND	-1.#IND	-1.#IND	
8785.43	-1.#IND	-1.#IND	-1.#IND	
8785.43	-1.#IND	-1.#IND	-1.#IND	
8785.44	-1.#IND	-1.#IND	-1.#IND	
8785.45	-1.#IND	-1.#IND	-1.#IND	
8785.45	-1.#IND	-1.#IND	-1.#IND	
8785.46	-1.#IND	-1.#IND	-1.#IND	
8785.47	-1.#IND	-1.#IND	-1.#IND	
8785.47	-1.#IND	-1.#IND	-1.#IND	
8785.48	-1.#IND	-1.#IND	-1.#IND	
8785.49	-1.#IND	-1.#IND	-1.#IND	
8785.49	-1.#IND	-1.#IND	-1.#IND	
8785.5	-1.#IND	-1.#IND	-1.#IND	
8785.51	-1.#IND	-1.#IND	-1.#IND	
8785.51	-1.#IND	-1.#IND	-1.#IND	
8785.52	-1.#IND	-1.#IND	-1.#IND	
8785.53	-1.#IND	-1.#IND	-1.#IND	
8785.53	-1.#IND	-1.#IND	-1.#IND	
8785.54	-1.#IND	-1.#IND	-1.#IND	
8785.55	-1.#IND	-1.#IND	-1.#IND	
8785.55	-1.#IND	-1.#IND	-1.#IND	
8785.56	-1.#IND	-1.#IND	-1.#IND	
8785.57	-1.#IND	-1.#IND	-1.#IND	
8785.57	-1.#IND	-1.#IND	-1.#IND	
8785.58	-1.#IND	-1.#IND	-1.#IND	
8785.59	-1.#IND	-1.#IND	-1.#IND	
8785.59	-1.#IND	-1.#IND	-1.#IND	
8785.6	-1.#IND	-1.#IND	-1.#IND	
8785.61	-1.#IND	-1.#IND	-1.#IND	
8785.61	-1.#IND	-1.#IND	-1.#IND	
8785.62	-1.#IND	-1.#IND	-1.#IND	
8785.63	-1.#IND	-1.#IND	-1.#IND	
8785.63	-1.#IND	-1.#IND	-1.#IND	
8785.64	-1.#IND	-1.#IND	-1.#IND	
8785.65	-1.#IND	-1.#IND	-1.#IND	
8785.65	-1.#IND	-1.#IND	-1.#IND	
8785.66	-1.#IND	-1.#IND	-1.#IND	
8785.67	-1.#IND	-1.#IND	-1.#IND	
8785.67	-1.#IND	-1.#IND	-1.#IND	
8785.68	-1.#IND	-1.#IND	-1.#IND	
8785.69	-1.#IND	-1.#IND	-1.#IND	
8785.69	-1.#IND	-1.#IND	-1.#IND	
8785.7	-1.#IND	-1.#IND	-1.#IND	
8785.71	-1.#IND	-1.#IND	-1.#IND	
8785.71	-1.#IND	-1.#IND	-1.#IND	
8785.72	-1.#IND	-1.#IND	-1.#IND	
8785.73	-1.#IND	-1.#IND	-1.#IND	
8785.73	-1.#IND	-1.#IND	-1.#IND	
8785.74	-1.#IND	-1.#IND	-1.#IND	
8785.75	-1.#IND	-1.#IND	-1.#IND	
8785.75	-1.#IND	-1.#IND	-1.#IND	
8785.76	-1.#IND	-1.#IND	-1.#IND	
8785.77	-1.#IND	-1.#IND	-1.#IND	
8785.77	-1.#IND	-1.#IND	-1.#IND	
8785.78	-1.#IND	-1.#IND	-1.#IND	
8785.79	-1.#IND	-1.#IND	-1.#IND	
8785.79	-1.#IND	-1.#IND	-1.#IND	
8785.8	-1.#IND	-1.#IND	-1.#IND	
8785.81	-1.#IND	-1.#IND	-1.#IND	
8785.81	-1.#IND	-1.#IND	-1.#IND	
8785.82	-1.#IND	-1.#IND	-1.#IND	
8785.83	-1.#IND	-1.#IND	-1.#IND	
8785.83	-1.#IND	-1.#IND	-1.#IND	
8785.84	-1.#IND	-1.#IND	-1.#IND	
8785.85	-1.#IND	-1.#IND	-1.#IND	
8785.85	-1.#IND	-1.#IND	-1.#IND	
8785.86	-1.#IND	-1.#IND	-1.#IND	
8785.87	-1.#IND	-1.#IND	-1.#IND	
8785.87	-1.#IND	-1.#IND	-1.#IND	
8785.88	-1.#IND	-1.#IND	-1.#IND	
8785.89	-1.#IND	-1.#IND	-1.#IND	
8785.89	-1.#IND	-1.#IND	-1.#IND	
8785.9	-1.#IND	-1.#IND	-1.#IND	
8785.91	-1.#IND	-1.#IND	-1.#IND	
8785.91	-1.#IND	-1.#IND	-1.#IND	
8785.92	-1.#IND	-1.#IND	-1.#IND	
8785.93	-1.#IND	-1.#IND	-1.#IND	
8785.93	-1.#IND	-1.#IND	-1.#IND	
8785.94	-1.#IND	-1.#IND	-1.#IND	
8785.95	-1.#IND	-1.#IND	-1.#IND	
8785.95	-1.#IND	-1.#IND	-1.#IND	
8785.96	-1.#IND	-1.#IND	-1.#IND	
8785.97	-1.#IND	-1.#IND	-1.#IND	
8785.97	-1.#IND	-1.#IND	-1.#IND	
8785.98	-1.#IND	-1.#IND	-1.#IND	
8785.99	-1.#IND	-1.#IND	-1.#IND	
8785.99	-1.#IND	-1.#IND	-1.#IND	
8786	-1.#IND	-1.#IND	-1.#IND	
8786.01	-1.#IND	-1.#IND	-1.#IND	
8786.01	-1.#IND	-1.#IND	-1.#IND	
8786.02	-1.#IND	-1.#IND	-1.#IND	
8786.03	-1.#IND	-1.#IND	-1.#IND	
8786.03	-1.#IND	-1.#IND	-1.#IND	
8786.04	-1.#IND	-1.#IND	-1.#IND	
8786.05	-1.#IND	-1.#IND	-1.#IND	
8786.05	-1.#IND	-1.#IND	-1.#IND	
8786.06	-1.#IND	-1.#IND	-1.#IND	
8786.07	-1.#IND	-1.#IND	-1.#IND	
8786.07	-1.#IND	-1.#IND	-1.#IND	
8786.08	-1.#IND	-1.#IND	-1.#IND	
8786.09	-1.#IND	-1.#IND	-1.#IND	
8786.09	-1.#IND	-1.#IND	-1.#IND	
8786.1	-1.#IND	-1.#IND	-1.#IND	
8786.11	-1.#IND	-1.#IND	-1.#IND	
8786.11	-1.#IND	-1.#IND	-1.#IND	
8786.12	-1.#IND	-1.#IND	-1.#IND	
8786.13	-1.#IND	-1.#IND	-1.#IND	
8786.13	-1.#IND	-1.#IND	-1.#IND	
8786.14	-1.#IND	-1.#IND	-1.#IND	
8786.15	-1.#IND	-1.#IND	-1.#IND	
8786.15	-1.#IND	-1.#IND	-1.#IND	
8786.16	-1.#IND	-1.#IND	-1.#IND	
8786.17	-1.#IND	-1.#IND	-1.#IND	
8786.17	-1.#IND	-1.#IND	-1.#IND	
8786.18	-1.#IND	-1.#IND	-1.#IND	
8786.19	-1.#IND	-1.#IND	-1.#IND	
8786.19	-1.#IND	-1.#IND	-1.#IND	
8786.2	-1.#IND	-1.#IND	-1.#IND	
8786.21	-1.#IND	-1.#IND	-1.#IND	
8786.21	-1.#IND	-1.#IND	-1.#IND	
8786.22	-1.#IND	-1.#IND	-1.#IND	
8786.23	-1.#IND	-1.#IND	-1.#IND	
8786.23	-1.#IND	-1.#IND	-1.#IND	
8786.24	-1.#IND	-1.#IND	-1.#IND	
8786.25	-1.#IND	-1.#IND	-1.#IND	
8786.25	-1.#IND	-1.#IND	-1.#IND	
8786.26	-1.#IND	-1.#IND	-1.#IND	
8786.27	-1.#IND	-1.#IND	-1.#IND	
8786.27	-1.#IND	-1.#IND	-1.#IND	
8786.28	-1.#IND	-1.#IND	-1.#IND	
8786.29	-1.#IND	-1.#IND	-1.#IND	
8786.29	-1.#IND	-1.#IND	-1.#IND	
8786.3	-1.#IND	-1.#IND	-1.#IND	
8786.31	-1.#IND	-1.#IND	-1.#IND	
8786.31	-1.#IND	-1.#IND	-1.#IND	
8786.32	-1.#IND	-1.#IND	-1.#IND	
8786.33	-1.#IND	-1.#IND	-1.#IND	
8786.33	-1.#IND	-1.#IND	-1.#IND	
8786.34	-1.#IND	-1.#IND	-1.#IND	
8786.35	-1.#IND	-1.#IND	-1.#IND	
8786.35	-1.#IND	-1.#IND	-1.#IND	
8786.36	-1.#IND	-1.#IND	-1.#IND	
8786.37	-1.#IND	-1.#IND	-1.#IND	
8786.37	-1.#IND	-1.#IND	-1.#IND	
8786.38	-1.#IND	-1.#IND	-1.#IND	
8786.39	-1.#IND	-1.#IND	-1.#IND	
8786.39	-1.#IND	-1.#IND	-1.#IND	
8786.4	-1.#IND	-1.#IND	-1.#IND	
8786.41	-1.#IND	-1.#IND	-1.#IND	
8786.41	-1.#IND	-1.#IND	-1.#IND	
8786.42	-1.#IND	-1.#IND	-1.#IND	
8786.43	-1.#IND	-1.#IND	-1.#IND	
8786.43	-1.#IND	-1.#IND	-1.#IND	
8786.44	-1.#IND	-1.#IND	-1.#IND	
8786.45	-1.#IND	-1.#IND	-1.#IND	
8786.45	-1.#IND	-1.#IND	-1.#IND	
8786.46	-1.#IND	-1.#IND	-1.#IND	
8786.47	-1.#IND	-1.#IND	-1.#IND	
8786.47	-1.#IND	-1.#IND	-1.#IND	
8786.48	-1.#IND	-1.#IND	-1.#IND	
8786.49	-1.#IND	-1.#IND	-1.#IND	
8786.49	-1.#IND	-1.#IND	-1.#IND	
8786.5	-1.#IND	-1.#IND	-1.#IND	
8786.51	-1.#IND	-1.#IND	-1.#IND	
8786.51	-1.#IND	-1.#IND	-1.#IND	
8786.52	-1.#IND	-1.#IND	-1.#IND	
8786.53	-1.#IND	-1.#IND	-1.#IND	
8786.53	-1.#IND	-1.#IND	-1.#IND	
8786.54	-1.#IND	-1.#IND	-1.#IND	
8786.55	-1.#IND	-1.#IND	-1.#IND	
8786.55	-1.#IND	-1.#IND	-1.#IND	
8786.56	-1.#IND	-1.#IND	-1.#IND	
8786.57	-1.#IND	-1.#IND	-1.#IND	
8786.57	-1.#IND	-1.#IND	-1.#IND	
8786.58	-1.#IND	-1.#IND	-1.#IND	
8786.59	-1.#IND	-1.#IND	-1.#IND	
8786.59	-1.#IND	-1.#IND	-1.#IND	
8786.6	-1.#IND	-1.#IND	-1.#IND	
8786.61	-1.#IND	-1.#IND	-1.#IND	
8786.61	-1.#IND	-1.#IND	-1.#IND	
8786.62	-1.#IND	-1.#IND	-1.#IND	
8786.63	-1.#IND	-1.#IND	-1.#IND	
8786.63	-1.#IND	-1.#IND	-1.#IND	
8786.64	-1.#IND	-1.#IND	-1.#IND	
8786.65	-1.#IND	-1.#IND	-1.#IND	
8786.65	-1.#IND	-1.#IND	-1.#IND	
8786.66	-1.#IND	-1.#IND	-1.#IND	
8786.67	-1.#IND	-1.#IND	-1.#IND	
8786.67	-1.#IND	-1.#IND	-1.#IND	
8786.68	-1.#IND	-1.#IND	-1.#IND	
8786.69	-1.#IND	-1.#IND	-1.#IND	
8786.69	-1.#IND	-1.#IND	-1.#IND	
8786.7	-1.#IND	-1.#IND	-1.#IND	
8786.71	-1.#IND	-1.#IND	-1.#IND	
8786.71	-1.#IND	-1.#IND	-1.#IND	
8786.72	-1.#IND	-1.#IND	-1.#IND	
8786.73	-1.#IND	-1.#IND	-1.#IND	
8786.73	-1.#IND	-1.#IND	-1.#IND	
8786.74	-1.#IND	-1.#IND	-1.#IND	
8786.75	-1.#IND	-1.#IND	-1.#IND	
8786.75	-1.#IND	-1.#IND	-1.#IND	
8786.76	-1.#IND	-1.#IND	-1.#IND	
8786.77	-1.#IND	-1.#IND	-1.#IND	
8786.77	-1.#IND	-1.#IND	-1.#IND	
8786.78	-1.#IND	-1.#IND	-1.#IND	
8786.79	-1.#IND	-1.#IND	-1.#IND	
8786.79	-1.#IND	-1.#IND	-1.#IND	
8786.8	-1.#IND	-1.#IND	-1.#IND	
8786.81	-1.#IND	-1.#IND	-1.#IND	
8786.81	-1.#IND	-1.#IND	-1.#IND	
8786.82	-1.#IND	-1.#IND	-1.#IND	
8786.83	-1.#IND	-1.#IND	-1.#IND	
8786.83	-1.#IND	-1.#IND	-1.#IND	
8786.84	-1.#IND	-1.#IND	-1.#IND	
8786.85	-1.#IND	-1.#IND	-1.#IND	
8786.85	-1.#IND	-1.#IND	-1.#IND	
8786.86	-1.#IND	-1.#IND	-1.#IND	
8786.87	-1.#IND	-1.#IND	-1.#IND	
8786.87	-1.#IND	-1.#IND	-1.#IND	
8786.88	-1.#IND	-1.#IND	-1.#IND	
8786.89	-1.#IND	-1.#IND	-1.#IND	
8786.89	-1.#IND	-1.#IND	-1.#IND	
8786.9	-1.#IND	-1.#IND	-1.#IND	
8786.91	-1.#IND	-1.#IND	-1.#IND	
8786.91	-1.#IND	-1.#IND	-1.#IND	
8786.92	-1.#IND	-1.#IND	-1.#IND	
8786.93	-1.#IND	-1.#IND	-1.#IND	
8786.93	-1.#IND	-1.#IND	-1.#IND	
8786.94	-1.#IND	-1.#IND	-1.#IND	
8786.95	-1.#IND	-1.#IND	-1.#IND	
8786.95	-1.#IND	-1.#IND	-1.#IND	
8786.96	-1.#IND	-1.#IND	-1.#IND	
8786.97	-1.#IND	-1.#IND	-1.#IND	
8786.97	-1.#IND	-1.#IND	-1.#IND	
8786.98	-1.#IND	-1.#IND	-1.#IND	
8786.99	-1.#IND	-1.#IND	-1.#IND	
8786.99	-1.#IND	-1.#IND	-1.#IND	
8787	-1.#IND	-1.#IND	-1.#IND	
8787.01	-1.#IND	-1.#IND	-1.#IND	
8787.01	-1.#IND	-1.#IND	-1.#IND	
8787.02	-1.#IND	-1.#IND	-1.#IND	
8787.03	-1.#IND	-1.#IND	-1.#IND	
8787.03	-1.#IND	-1.#IND	-1.#IND	
8787.04	-1.#IND	-1.#IND	-1.#IND	
8787.05	-1.#IND	-1.#IND	-1.#IND	
8787.05	-1.#IND	-1.#IND	-1.#IND	
8787.06	-1.#IND	-1.#IND	-1.#IND	
8787.07	-1.#IND	-1.#IND	-1.#IND	
8787.07	-1.#IND	-1.#IND	-1.#IND	
8787.08	-1.#IND	-1.#IND	-1.#IND	
8787.09	-1.#IND	-1.#IND	-1.#IND	
8787.09	-1.#IND	-1.#IND	-1.#IND	
8787.1	-1.#IND	-1.#IND	-1.#IND	
8787.11	-1.#IND	-1.#IND	-1.#IND	
8787.11	-1.#IND	-1.#IND	-1.#IND	
8787.12	-1.#IND	-1.#IND	-1.#IND	
8787.13	-1.#IND	-1.#IND	-1.#IND	
8787.13	-1.#IND	-1.#IND	-1.#IND	
8787.14	-1.#IND	-1.#IND	-1.#IND	
8787.15	-1.#IND	-1.#IND	-1.#IND	
8787.15	-1.#IND	-1.#IND	-1.#IND	
8787.16	-1.#IND	-1.#IND	-1.#IND	
8787.17	-1.#IND	-1.#IND	-1.#IND	
8787.17	-1.#IND	-1.#IND	-1.#IND	
8787.18	-1.#IND	-1.#IND	-1.#IND	
8787.19	-1.#IND	-1.#IND	-1.#IND	
8787.19	-1.#IND	-1.#IND	-1.#IND	
8787.2	-1.#IND	-1.#IND	-1.#IND	
8787.21	-1.#IND	-1.#IND	-1.#IND	
8787.21	-1.#IND	-1.#IND	-1.#IND	
8787.22	-1.#IND	-1.#IND	-1.#IND	
8787.23	-1.#IND	-1.#IND	-1.#IND	
8787.23	-1.#IND	-1.#IND	-1.#IND	
8787.24	-1.#IND	-1.#IND	-1.#IND	
8787.25	-1.#IND	-1.#IND	-1.#IND	
8787.25	-1.#IND	-1.#IND	-1.#IND	
8787.26	-1.#IND	-1.#IND	-1.#IND	
8787.27	-1.#IND	-1.#IND	-1.#IND	
8787.27	-1.#IND	-1.#IND	-1.#IND	
8787.28	-1.#IND	-1.#IND	-1.#IND	
8787.29	-1.#IND	-1.#IND	-1.#IND	
8787.29	-1.#IND	-1.#IND	-1.#IND	
8787.3	-1.#IND	-1.#IND	-1.#IND	
8787.31	-1.#IND	-1.#IND	-1.#IND	
8787.31	-1.#IND	-1.#IND	-1.#IND	
8787.32	-1.#IND	-1.#IND	-1.#IND	
8787.33	-1.#IND	-1.#IND	-1.#IND	
8787.33	-1.#IND	-1.#IND	-1.#IND	
8787.34	-1.#IND	-1.#IND	-1.#IND	
8787.35	-1.#IND	-1.#IND	-1.#IND	
8787.35	-1.#IND	-1.#IND	-1.#IND	
8787.36	-1.#IND	-1.#IND	-1.#IND	
8787.37	-1.#IND	-1.#IND	-1.#IND	
8787.37	-1.#IND	-1.#IND	-1.#IND	
8787.38	-1.#IND	-1.#IND	-1.#IND	
8787.39	-1.#IND	-1.#IND	-1.#IND	
8787.39	-1.#IND	-1.#IND	-1.#IND	
8787.4	-1.#IND	-1.#IND	-1.#IND	
8787.41	-1.#IND	-1.#IND	-1.#IND	
8787.41	-1.#IND	-1.#IND	-1.#IND	
8787.42	-1.#IND	-1.#IND	-1.#IND	
8787.43	-1.#IND	-1.#IND	-1.#IND	
8787.43	-1.#IND	-1.#IND	-1.#IND	
8787.44	-1.#IND	-1.#IND	-1.#IND	
8787.45	-1.#IND	-1.#IND	-1.#IND	
8787.45	-1.#IND	-1.#IND	-1.#IND	
8787.46	-1.#IND	-1.#IND	-1.#IND	
8787.47	-1.#IND	-1.#IND	-1.#IND	
8787.47	-1.#IND	-1.#IND	-1.#IND	
8787.48	-1.#IND	-1.#IND	-1.#IND	
8787.49	-1.#IND	-1.#IND	-1.#IND	
8787.49	-1.#IND	-1.#IND	-1.#IND	
8787.5	-1.#IND	-1.#IND	-1.#IND	
8787.51	-1.#IND	-1.#IND	-1.#IND	
8787.51	-1.#IND	-1.#IND	-1.#IND	
8787.52	-1.#IND	-1.#IND	-1.#IND	
8787.53	-1.#IND	-1.#IND	-1.#IND	
8787.53	-1.#IND	-1.#IND	-1.#IND	
8787.54	-1.#IND	-1.#IND	-1.#IND	
8787.55	-1.#IND	-1.#IND	-1.#IND	
8787.55	-1.#IND	-1.#IND	-1.#IND	
8787.56	-1.#IND	-1.#IND	-1.#IND	
8787.57	-1.#IND	-1.#IND	-1.#IND	
8787.57	-1.#IND	-1.#IND	-1.#IND	
8787.58	-1.#IND	-1.#IND	-1.#IND	
8787.59	-1.#IND	-1.#IND	-1.#IND	
8787.59	-1.#IND	-1.#IND	-1.#IND	
8787.6	-1.#IND	-1.#IND	-1.#IND	
8787.61	-1.#IND	-1.#IND	-1.#IND	
8787.61	-1.#IND	-1.#IND	-1.#IND	
8787.62	-1.#IND	-1.#IND	-1.#IND	
