0	0	0	
0.006	2.36869e-005	2.36869e-005	
0.012	7.39367e-005	7.39367e-005	
0.018	0.000129066	0.000129066	
0.024	0.000187432	0.000187432	
0.03	0.000248229	0.000248229	
0.036	0.000310964	0.000310964	
0.042	0.000375299	0.000375299	
0.048	0.000440986	0.000440986	
0.054	0.000507834	0.000507834	
0.06	0.000575691	0.000575691	
0.066	0.000644434	0.000644434	
0.072	0.000713959	0.000713959	
0.078	0.000784178	0.000784178	
0.084	0.000855016	0.000855016	
0.09	0.000926407	0.000926407	
0.096	0.000998294	0.000998294	
0.102	0.00107063	0.00107063	
0.108	0.00114336	0.00114336	
0.114	0.00121645	0.00121645	
0.12	0.00128985	0.00128985	
0.126	0.00136355	0.00136355	
0.132	0.00143751	0.00143751	
0.138	0.00151169	0.00151169	
0.144	0.00158608	0.00158608	
0.15	0.00166064	0.00166064	
0.156	0.00173536	0.00173536	
0.162	0.00181022	0.00181022	
0.168	0.0018852	0.0018852	
0.174	0.00196028	0.00196028	
0.18	0.00203544	0.00203544	
0.186	0.00211068	0.00211068	
0.192	0.00218596	0.00218596	
0.198	0.00226129	0.00226129	
0.204	0.00233664	0.00233664	
0.21	0.00241201	0.00241201	
0.216	0.00248739	0.00248739	
0.222	0.00256276	0.00256276	
0.228	0.00263811	0.00263811	
0.234	0.00271344	0.00271344	
0.24	0.00278873	0.00278873	
0.246	0.00286398	0.00286398	
0.252	0.00293918	0.00293918	
0.258	0.00301432	0.00301432	
0.264	0.00308939	0.00308939	
0.27	0.00316439	0.00316439	
0.276	0.00323931	0.00323931	
0.282	0.00331414	0.00331414	
0.288	0.00338888	0.00338888	
0.294	0.00346352	0.00346352	
0.3	0.00353806	0.00353806	
0.306	0.00361249	0.00361249	
0.312	0.00368681	0.00368681	
0.318	0.00376101	0.00376101	
0.324	0.00383509	0.00383509	
0.33	0.00390904	0.00390904	
0.336	0.00398285	0.00398285	
0.342	0.00405654	0.00405654	
0.348	0.00413008	0.00413008	
0.354	0.00420348	0.00420348	
0.36	0.00427674	0.00427674	
0.366	0.00434984	0.00434984	
0.372	0.0044228	0.0044228	
0.378	0.0044956	0.0044956	
0.384	0.00456824	0.00456824	
0.39	0.00464072	0.00464072	
0.396	0.00471303	0.00471303	
0.402	0.00478518	0.00478518	
0.408	0.00485716	0.00485716	
0.414	0.00492897	0.00492897	
0.42	0.00500061	0.00500061	
0.426	0.00507207	0.00507207	
0.432	0.00514336	0.00514336	
0.438	0.00521446	0.00521446	
0.444	0.00528539	0.00528539	
0.45	0.00535613	0.00535613	
0.456	0.00542669	0.00542669	
0.462	0.00549706	0.00549706	
0.468	0.00556725	0.00556725	
0.474	0.00563724	0.00563724	
0.48	0.00570705	0.00570705	
0.486	0.00577666	0.00577666	
0.492	0.00584608	0.00584608	
0.498	0.00591531	0.00591531	
0.504	0.00598434	0.00598434	
0.51	0.00605318	0.00605318	
0.516	0.00612182	0.00612182	
0.522	0.00619026	0.00619026	
0.528	0.0062585	0.0062585	
0.534	0.00632654	0.00632654	
0.54	0.00639438	0.00639438	
0.546	0.00646202	0.00646202	
0.552	0.00652946	0.00652946	
0.558	0.00659669	0.00659669	
0.564	0.00666373	0.00666373	
0.57	0.00673055	0.00673055	
0.576	0.00679717	0.00679717	
0.582	0.00686359	0.00686359	
0.588	0.0069298	0.0069298	
0.594	0.0069958	0.0069958	
0.6	0.0070616	0.0070616	
0.606	0.00712719	0.00712719	
0.612	0.00719258	0.00719258	
0.618	0.00725775	0.00725775	
0.624	0.00732272	0.00732272	
0.63	0.00738748	0.00738748	
0.636	0.00745203	0.00745203	
0.642	0.00751637	0.00751637	
0.648	0.0075805	0.0075805	
0.654	0.00764443	0.00764443	
0.66	0.00770814	0.00770814	
0.666	0.00777165	0.00777165	
0.672	0.00783494	0.00783494	
0.678	0.00789803	0.00789803	
0.684	0.00796091	0.00796091	
0.69	0.00802357	0.00802357	
0.696	0.00808603	0.00808603	
0.702	0.00814828	0.00814828	
0.708	0.00821032	0.00821032	
0.714	0.00827214	0.00827214	
0.72	0.00833376	0.00833376	
0.726	0.00839517	0.00839517	
0.732	0.00845638	0.00845638	
0.738	0.00851737	0.00851737	
0.744	0.00857815	0.00857815	
0.75	0.00863872	0.00863872	
0.756	0.00869909	0.00869909	
0.762	0.00875925	0.00875925	
0.768	0.0088192	0.0088192	
0.774	0.00887894	0.00887894	
0.78	0.00893847	0.00893847	
0.786	0.0089978	0.0089978	
0.792	0.00905691	0.00905691	
0.798	0.00911582	0.00911582	
0.804	0.00917453	0.00917453	
0.81	0.00923303	0.00923303	
0.816	0.00929132	0.00929132	
0.822	0.00934941	0.00934941	
0.828	0.00940729	0.00940729	
0.834	0.00946496	0.00946496	
0.84	0.00952243	0.00952243	
0.846	0.0095797	0.0095797	
0.852	0.00963676	0.00963676	
0.858	0.00969362	0.00969362	
0.864	0.00975027	0.00975027	
0.87	0.00980672	0.00980672	
0.876	0.00986297	0.00986297	
0.882	0.00991902	0.00991902	
0.888	0.00997487	0.00997487	
0.894	0.0100305	0.0100305	
0.9	0.010086	0.010086	
0.906	0.0101412	0.0101412	
0.912	0.0101962	0.0101962	
0.918	0.0102511	0.0102511	
0.924	0.0103057	0.0103057	
0.93	0.0103602	0.0103602	
0.936	0.0104144	0.0104144	
0.942	0.0104685	0.0104685	
0.948	0.0105223	0.0105223	
0.954	0.010576	0.010576	
0.96	0.0106294	0.0106294	
0.966	0.0106827	0.0106827	
0.972	0.0107358	0.0107358	
0.978	0.0107886	0.0107886	
0.984	0.0108413	0.0108413	
0.99	0.0108938	0.0108938	
0.996	0.0109461	0.0109461	
1.002	0.0109982	0.0109982	
1.008	0.0110501	0.0110501	
1.014	0.0111018	0.0111018	
1.02	0.0111533	0.0111533	
