0	0	0	
0.006	7.68081e-008	7.68081e-008	
0.012	2.95065e-007	2.95065e-007	
0.018	6.39075e-007	6.39075e-007	
0.024	1.10217e-006	1.10217e-006	
0.03	1.67977e-006	1.67977e-006	
0.036	2.36828e-006	2.36828e-006	
0.042	3.16475e-006	3.16475e-006	
0.048	4.06664e-006	4.06664e-006	
0.054	5.0717e-006	5.0717e-006	
0.06	6.17793e-006	6.17793e-006	
0.066	7.38346e-006	7.38346e-006	
0.072	8.68662e-006	8.68662e-006	
0.078	1.00858e-005	1.00858e-005	
0.084	1.15795e-005	1.15795e-005	
0.09	1.31664e-005	1.31664e-005	
0.096	1.48451e-005	1.48451e-005	
0.102	1.66144e-005	1.66144e-005	
0.108	1.8473e-005	1.8473e-005	
0.114	2.04197e-005	2.04197e-005	
0.12	2.24536e-005	2.24536e-005	
0.126	2.45734e-005	2.45734e-005	
0.132	2.67782e-005	2.67782e-005	
0.138	2.90669e-005	2.90669e-005	
0.144	3.14386e-005	3.14386e-005	
0.15	3.38923e-005	3.38923e-005	
0.156	3.64271e-005	3.64271e-005	
0.162	3.90421e-005	3.90421e-005	
0.168	4.17365e-005	4.17365e-005	
0.174	4.45093e-005	4.45093e-005	
0.18	4.73597e-005	4.73597e-005	
0.186	5.0287e-005	5.0287e-005	
0.192	5.32903e-005	5.32903e-005	
0.198	5.63689e-005	5.63689e-005	
0.204	5.95219e-005	5.95219e-005	
0.21	6.27487e-005	6.27487e-005	
0.216	6.60484e-005	6.60484e-005	
0.222	6.94204e-005	6.94204e-005	
0.228	7.2864e-005	7.2864e-005	
0.234	7.63785e-005	7.63785e-005	
0.24	7.99631e-005	7.99631e-005	
0.246	8.36172e-005	8.36172e-005	
0.252	8.73402e-005	8.73402e-005	
0.258	9.11314e-005	9.11314e-005	
0.264	9.49901e-005	9.49901e-005	
0.27	9.89157e-005	9.89157e-005	
0.276	0.000102908	0.000102908	
0.282	0.000106965	0.000106965	
0.288	0.000111088	0.000111088	
0.294	0.000115275	0.000115275	
0.3	0.000119526	0.000119526	
0.306	0.00012384	0.00012384	
0.312	0.000128217	0.000128217	
0.318	0.000132657	0.000132657	
0.324	0.000137158	0.000137158	
0.33	0.000141719	0.000141719	
0.336	0.000146342	0.000146342	
0.342	0.000151024	0.000151024	
0.348	0.000155766	0.000155766	
0.354	0.000160567	0.000160567	
0.36	0.000165426	0.000165426	
0.366	0.000170343	0.000170343	
0.372	0.000175318	0.000175318	
0.378	0.000180349	0.000180349	
0.384	0.000185437	0.000185437	
0.39	0.000190581	0.000190581	
0.396	0.00019578	0.00019578	
0.402	0.000201034	0.000201034	
0.408	0.000206342	0.000206342	
0.414	0.000211705	0.000211705	
0.42	0.000217121	0.000217121	
0.426	0.00022259	0.00022259	
0.432	0.000228112	0.000228112	
0.438	0.000233686	0.000233686	
0.444	0.000239312	0.000239312	
0.45	0.000244989	0.000244989	
0.456	0.000250717	0.000250717	
0.462	0.000256495	0.000256495	
