0	0	0	
0.006	0.000199382	0.000199382	
0.012	0.000397531	0.000397531	
0.018	0.000594456	0.000594456	
0.024	0.000790164	0.000790164	
0.03	0.000984662	0.000984662	
0.036	0.00117796	0.00117796	
0.042	0.00137006	0.00137006	
0.048	0.00156097	0.00156097	
0.054	0.00175071	0.00175071	
0.06	0.00193927	0.00193927	
0.066	0.00212666	0.00212666	
0.072	0.0023129	0.0023129	
0.078	0.00249799	0.00249799	
0.084	0.00268193	0.00268193	
0.09	0.00286473	0.00286473	
0.096	0.00304641	0.00304641	
0.102	0.00322696	0.00322696	
0.108	0.0034064	0.0034064	
0.114	0.00358473	0.00358473	
0.12	0.00376195	0.00376195	
0.126	0.00393808	0.00393808	
0.132	0.00411312	0.00411312	
0.138	0.00428708	0.00428708	
0.144	0.00445997	0.00445997	
0.15	0.00463178	0.00463178	
0.156	0.00480253	0.00480253	
0.162	0.00497223	0.00497223	
0.168	0.00514088	0.00514088	
0.174	0.00530849	0.00530849	
0.18	0.00547506	0.00547506	
0.186	0.0056406	0.0056406	
0.192	0.00580512	0.00580512	
0.198	0.00596862	0.00596862	
0.204	0.00613111	0.00613111	
0.21	0.0062926	0.0062926	
0.216	0.00645309	0.00645309	
0.222	0.00661258	0.00661258	
0.228	0.00677109	0.00677109	
0.234	0.00692862	0.00692862	
0.24	0.00708518	0.00708518	
0.246	0.00724077	0.00724077	
0.252	0.0073954	0.0073954	
0.258	0.00754907	0.00754907	
0.264	0.00770179	0.00770179	
0.27	0.00785357	0.00785357	
0.276	0.00800441	0.00800441	
0.282	0.00815432	0.00815432	
0.288	0.0083033	0.0083033	
0.294	0.00845136	0.00845136	
0.3	0.00859851	0.00859851	
0.306	0.00874474	0.00874474	
0.312	0.00889007	0.00889007	
0.318	0.00903451	0.00903451	
0.324	0.00917805	0.00917805	
0.33	0.0093207	0.0093207	
0.336	0.00946247	0.00946247	
0.342	0.00960337	0.00960337	
0.348	0.0097434	0.0097434	
0.354	0.00988255	0.00988255	
0.36	0.0100209	0.0100209	
0.366	0.0101583	0.0101583	
0.372	0.0102949	0.0102949	
0.378	0.0104306	0.0104306	
0.384	0.0105656	0.0105656	
0.39	0.0106996	0.0106996	
0.396	0.0108329	0.0108329	
0.402	0.0109653	0.0109653	
0.408	0.0110969	0.0110969	
0.414	0.0112277	0.0112277	
0.42	0.0113577	0.0113577	
0.426	0.0114869	0.0114869	
0.432	0.0116153	0.0116153	
0.438	0.0117428	0.0117428	
0.444	0.0118697	0.0118697	
0.45	0.0119957	0.0119957	
0.456	0.0121209	0.0121209	
0.462	0.0122454	0.0122454	
0.468	0.0123691	0.0123691	
0.474	0.012492	0.012492	
0.48	0.0126142	0.0126142	
0.486	0.0127356	0.0127356	
0.492	0.0128562	0.0128562	
