0	1	1	1	1	1	1	1	
0.00333333	1	1	1	1	1	1	0.999999	
0.00666667	1	1	1	1	1	0.999999	0.999999	
0.01	1	1	1	1	1	0.999999	0.999998	
0.0133333	1	1	1	1	1	0.999999	0.999998	
0.0166667	1	1	1	1	0.999999	0.999999	0.999997	
0.02	1	1	1	1	0.999999	0.999999	0.999997	
0.0233333	1	1	1	1	0.999999	0.999998	0.999996	
0.0266667	1	1	1	0.999999	0.999999	0.999998	0.999996	
0.03	1	1	1	0.999999	0.999999	0.999998	0.999995	
0.0333333	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999995	
0.0366667	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999995	
0.04	0.999999	0.999999	0.999999	0.999999	0.999999	0.999997	0.999994	
0.0433333	0.999999	0.999999	0.999999	0.999999	0.999999	0.999997	0.999994	
0.0466667	0.999999	0.999999	0.999999	0.999999	0.999999	0.999997	0.999993	
0.05	0.999999	0.999999	0.999999	0.999999	0.999999	0.999997	0.999993	
0.0533333	0.999999	0.999999	0.999999	0.999999	0.999998	0.999997	0.999993	
0.0566667	0.999999	0.999999	0.999999	0.999999	0.999998	0.999997	0.999992	
0.06	0.999999	0.999999	0.999999	0.999999	0.999998	0.999996	0.999992	
0.0633333	0.999999	0.999999	0.999999	0.999999	0.999998	0.999996	0.999992	
0.0666667	0.999999	0.999999	0.999999	0.999999	0.999998	0.999996	0.999991	
0.07	0.999999	0.999999	0.999999	0.999999	0.999998	0.999996	0.999991	
0.0733333	0.999999	0.999999	0.999999	0.999999	0.999998	0.999996	0.999991	
0.0766667	0.999999	0.999999	0.999999	0.999999	0.999998	0.999995	0.99999	
0.08	0.999999	0.999999	0.999999	0.999998	0.999998	0.999995	0.99999	
0.0833333	0.999999	0.999999	0.999999	0.999998	0.999998	0.999995	0.99999	
0.0866667	0.999999	0.999999	0.999999	0.999998	0.999997	0.999995	0.999989	
0.09	0.999999	0.999999	0.999999	0.999998	0.999997	0.999995	0.999989	
0.0933333	0.999999	0.999999	0.999999	0.999998	0.999997	0.999995	0.999989	
0.0966667	0.999999	0.999999	0.999998	0.999998	0.999997	0.999994	0.999988	
0.1	0.999998	0.999998	0.999998	0.999998	0.999997	0.999994	0.999988	
0.103333	0.999998	0.999998	0.999998	0.999998	0.999997	0.999994	0.999988	
0.106667	0.999998	0.999998	0.999998	0.999998	0.999997	0.999994	0.999987	
0.11	0.999998	0.999998	0.999998	0.999998	0.999997	0.999994	0.999987	
0.113333	0.999998	0.999998	0.999998	0.999998	0.999997	0.999994	0.999987	
0.116667	0.999998	0.999998	0.999998	0.999998	0.999997	0.999993	0.999986	
0.12	0.999998	0.999998	0.999998	0.999998	0.999997	0.999993	0.999986	
0.123333	0.999998	0.999998	0.999998	0.999998	0.999996	0.999993	0.999986	
0.126667	0.999998	0.999998	0.999998	0.999998	0.999996	0.999993	0.999985	
0.13	0.999998	0.999998	0.999998	0.999998	0.999996	0.999993	0.999985	
0.133333	0.999998	0.999998	0.999998	0.999997	0.999996	0.999993	0.999985	
0.136667	0.999998	0.999998	0.999998	0.999997	0.999996	0.999992	0.999984	
0.14	0.999998	0.999998	0.999998	0.999997	0.999996	0.999992	0.999984	
